prompt,prompt_suddenness,prompt_familiarity,prompt_predict_event,prompt_pleasantness,prompt_unpleasantness,prompt_goal_relevance,prompt_chance_responsblt,prompt_self_responsblt,prompt_other_responsblt,prompt_predict_conseq,prompt_goal_support,prompt_urgency,prompt_self_control,prompt_other_control,prompt_chance_control,prompt_accept_conseq,prompt_standards,prompt_social_norms,prompt_attention,prompt_not_consider,prompt_effort,response,response_suddenness,response_familiarity,response_predict_event,response_pleasantness,response_unpleasantness,response_goal_relevance,response_chance_responsblt,response_self_responsblt,response_other_responsblt,response_predict_conseq,response_goal_support,response_urgency,response_self_control,response_other_control,response_chance_control,response_accept_conseq,response_standards,response_social_norms,response_attention,response_not_consider,response_effort,quality
"I know I need annual mammograms,  but I cannot deal with that now. I have too much going on with my divorce and my mother being ill.",3.1691720485687256,2.612947702407837,3.2687907218933105,1.3576889038085938,4.740995407104492,3.774399757385254,3.1015961170196533,3.2489466667175293,1.9384791851043701,3.2806670665740967,1.9439408779144287,3.503998279571533,2.7674453258514404,2.475358247756958,3.1444203853607178,2.812544584274292,3.0023653507232666,1.6032122373580933,4.035145282745361,3.7179083824157715,4.099660873413086,Don't you care about your health?,3.2522919178009033,3.197340250015259,3.563091993331909,1.424849033355713,4.777551174163818,3.318301200866699,2.4551730155944824,3.217442512512207,2.9367222785949707,3.4416747093200684,1.9133682250976562,3.2640795707702637,2.901932954788208,3.1977813243865967,2.5321552753448486,3.1556553840637207,3.5393364429473877,2.1302309036254883,3.8426432609558105,3.7289254665374756,3.6862034797668457,1
"I know I need annual mammograms,  but I cannot deal with that now. I have too much going on with my divorce and my mother being ill.",3.1691720485687256,2.612947702407837,3.2687907218933105,1.3576889038085938,4.740995407104492,3.774399757385254,3.1015961170196533,3.2489466667175293,1.9384791851043701,3.2806670665740967,1.9439408779144287,3.503998279571533,2.7674453258514404,2.475358247756958,3.1444203853607178,2.812544584274292,3.0023653507232666,1.6032122373580933,4.035145282745361,3.7179083824157715,4.099660873413086,"Worrying about other people is part of it, but don't forget to have annual medical exams, as you are also a person who can end up having diseases.",2.763657808303833,3.420067548751831,3.94240140914917,1.509639024734497,4.520242214202881,3.122229814529419,2.5336368083953857,3.7641146183013916,2.1368350982666016,3.524414539337158,2.0214009284973145,3.106520652770996,3.268176794052124,2.5199294090270996,2.5831058025360107,3.1871931552886963,3.0486998558044434,1.744596242904663,3.613950729370117,3.5878522396087646,3.54695463180542,1
"I know I need annual mammograms,  but I cannot deal with that now. I have too much going on with my divorce and my mother being ill.",3.1691720485687256,2.612947702407837,3.2687907218933105,1.3576889038085938,4.740995407104492,3.774399757385254,3.1015961170196533,3.2489466667175293,1.9384791851043701,3.2806670665740967,1.9439408779144287,3.503998279571533,2.7674453258514404,2.475358247756958,3.1444203853607178,2.812544584274292,3.0023653507232666,1.6032122373580933,4.035145282745361,3.7179083824157715,4.099660873413086,Self Care is needed to care for those you love and to handle all business.,2.182840347290039,3.7893168926239014,4.335612773895264,2.2205100059509277,3.877194881439209,3.095325469970703,2.0504038333892822,4.160004138946533,2.049679756164551,3.877880096435547,2.633540630340576,2.872556209564209,3.6939785480499268,2.4726011753082275,2.1511728763580322,3.4166786670684814,2.642409324645996,1.5149343013763428,3.5255441665649414,3.0076515674591064,3.309966564178467,1
"I know I need annual mammograms,  but I cannot deal with that now. I have too much going on with my divorce and my mother being ill.",3.1691720485687256,2.612947702407837,3.2687907218933105,1.3576889038085938,4.740995407104492,3.774399757385254,3.1015961170196533,3.2489466667175293,1.9384791851043701,3.2806670665740967,1.9439408779144287,3.503998279571533,2.7674453258514404,2.475358247756958,3.1444203853607178,2.812544584274292,3.0023653507232666,1.6032122373580933,4.035145282745361,3.7179083824157715,4.099660873413086,I agree with you so just wait until a better time for you. It should be done but does not have to be done right now immediately.,3.0930867195129395,3.4683220386505127,3.6760857105255127,2.5718183517456055,3.7342073917388916,3.302767753601074,2.314710855484009,2.904829978942871,3.7635836601257324,3.6392691135406494,2.8279941082000732,3.200528860092163,2.8955323696136475,4.08104133605957,2.443265199661255,3.49165415763855,2.994018793106079,2.018669843673706,3.9596283435821533,2.942904472351074,3.534898281097412,1
"I know my son might have FAP, but I can’t take him to have that colonoscopy that is out of the question.",3.791611433029175,2.1091246604919434,2.5389556884765625,1.2719271183013916,4.70005464553833,3.7270960807800293,3.4938504695892334,2.100235939025879,2.619450330734253,2.9527649879455566,1.6837024688720703,3.672517776489258,2.0079848766326904,3.0323784351348877,3.573261022567749,2.5698299407958984,3.089264392852783,1.7518062591552734,4.227863788604736,3.6256141662597656,4.208715438842773,You know that the colonoscopy is really important but you're unsure how you can get him to the appointment. Part of you might be concerned about what the results might tell you so it feels easier to just avoid it.,3.359545946121216,2.721705675125122,3.222461223602295,1.5674245357513428,4.689009189605713,3.7441563606262207,3.0367555618286133,2.9799985885620117,2.5893919467926025,3.349545478820801,2.0645499229431152,3.531797409057617,2.688997268676758,3.031491279602051,3.1142160892486572,2.9856882095336914,3.0983471870422363,1.6986634731292725,4.145937442779541,3.5827584266662598,4.09894323348999,3
"I know my son might have FAP, but I can’t take him to have that colonoscopy that is out of the question.",3.791611433029175,2.1091246604919434,2.5389556884765625,1.2719271183013916,4.70005464553833,3.7270960807800293,3.4938504695892334,2.100235939025879,2.619450330734253,2.9527649879455566,1.6837024688720703,3.672517776489258,2.0079848766326904,3.0323784351348877,3.573261022567749,2.5698299407958984,3.089264392852783,1.7518062591552734,4.227863788604736,3.6256141662597656,4.208715438842773,You really don’t want to play a role in getting your son to his appointments.,2.686732769012451,3.634547472000122,3.9819839000701904,1.3940455913543701,4.643752098083496,2.754589557647705,2.2709407806396484,3.133462429046631,2.8871400356292725,3.709657907485962,1.9219412803649902,2.951385498046875,3.1570589542388916,3.1774823665618896,2.482064962387085,3.2356200218200684,3.2690534591674805,1.843088150024414,3.4748799800872803,3.4922313690185547,3.4485011100769043,3
"I know my son might have FAP, but I can’t take him to have that colonoscopy that is out of the question.",3.791611433029175,2.1091246604919434,2.5389556884765625,1.2719271183013916,4.70005464553833,3.7270960807800293,3.4938504695892334,2.100235939025879,2.619450330734253,2.9527649879455566,1.6837024688720703,3.672517776489258,2.0079848766326904,3.0323784351348877,3.573261022567749,2.5698299407958984,3.089264392852783,1.7518062591552734,4.227863788604736,3.6256141662597656,4.208715438842773,You're not taking your son for a colonoscopy.,3.664839506149292,2.80179500579834,3.0478367805480957,1.5115758180618286,4.672312259674072,3.3636109828948975,2.816673517227173,2.3656067848205566,3.522359609603882,3.245018720626831,1.8457255363464355,3.5287575721740723,2.412752151489258,3.6877927780151367,2.888169288635254,3.06654691696167,3.485602378845215,2.120797872543335,4.05890417098999,3.5913100242614746,3.8356146812438965,2
"I know my son might have FAP, but I can’t take him to have that colonoscopy that is out of the question.",3.791611433029175,2.1091246604919434,2.5389556884765625,1.2719271183013916,4.70005464553833,3.7270960807800293,3.4938504695892334,2.100235939025879,2.619450330734253,2.9527649879455566,1.6837024688720703,3.672517776489258,2.0079848766326904,3.0323784351348877,3.573261022567749,2.5698299407958984,3.089264392852783,1.7518062591552734,4.227863788604736,3.6256141662597656,4.208715438842773,You need to know if your son has FAP. You must schedule the colonoscopy for him.,3.9982101917266846,1.8988450765609741,2.2567126750946045,1.48618483543396,4.474729061126709,3.8213748931884766,3.6661477088928223,1.8286012411117554,2.654181957244873,2.7747209072113037,1.706228256225586,3.825690269470215,1.8023077249526978,3.044696807861328,3.7416200637817383,2.5840234756469727,2.8437347412109375,1.6822233200073242,4.351189136505127,3.4266395568847656,4.174389362335205,1
"I know my son might have FAP, but I can’t take him to have that colonoscopy that is out of the question.",3.791611433029175,2.1091246604919434,2.5389556884765625,1.2719271183013916,4.70005464553833,3.7270960807800293,3.4938504695892334,2.100235939025879,2.619450330734253,2.9527649879455566,1.6837024688720703,3.672517776489258,2.0079848766326904,3.0323784351348877,3.573261022567749,2.5698299407958984,3.089264392852783,1.7518062591552734,4.227863788604736,3.6256141662597656,4.208715438842773,Don't you care if your son has FAP?,4.074334144592285,2.209643602371216,2.4030959606170654,1.2028205394744873,4.8140387535095215,3.26448917388916,3.007606267929077,1.5501409769058228,3.7637875080108643,2.8495020866394043,1.4357599020004272,3.6011924743652344,1.873452067375183,3.826340436935425,3.031169891357422,2.683974266052246,3.6009135246276855,2.4474735260009766,4.1172356605529785,3.500084161758423,3.8950371742248535,1
"I know my son might have FAP, but I can’t take him to have that colonoscopy that is out of the question.",3.791611433029175,2.1091246604919434,2.5389556884765625,1.2719271183013916,4.70005464553833,3.7270960807800293,3.4938504695892334,2.100235939025879,2.619450330734253,2.9527649879455566,1.6837024688720703,3.672517776489258,2.0079848766326904,3.0323784351348877,3.573261022567749,2.5698299407958984,3.089264392852783,1.7518062591552734,4.227863788604736,3.6256141662597656,4.208715438842773,Do what is best indicated by an expert in the field.,2.513490915298462,3.5784709453582764,3.9629416465759277,2.923821449279785,3.3496227264404297,3.3748910427093506,2.1150717735290527,3.655449151992798,3.0938644409179688,3.8225650787353516,3.193974494934082,3.110628604888916,3.3701417446136475,3.5600287914276123,2.246920347213745,3.61801815032959,2.588775634765625,1.6647566556930542,4.031895160675049,2.708559274673462,3.52508807182312,1
"I know my son might have FAP, but I can’t take him to have that colonoscopy that is out of the question.",3.791611433029175,2.1091246604919434,2.5389556884765625,1.2719271183013916,4.70005464553833,3.7270960807800293,3.4938504695892334,2.100235939025879,2.619450330734253,2.9527649879455566,1.6837024688720703,3.672517776489258,2.0079848766326904,3.0323784351348877,3.573261022567749,2.5698299407958984,3.089264392852783,1.7518062591552734,4.227863788604736,3.6256141662597656,4.208715438842773,I think he needs to have the medical attention he needs.,4.162562370300293,1.9012579917907715,2.226942300796509,1.273939609527588,4.664698600769043,3.524439811706543,3.671936273574829,1.5605417490005493,2.7992687225341797,2.707852840423584,1.4662941694259644,3.7990403175354004,1.6889610290527344,3.1540071964263916,3.78257155418396,2.471813201904297,2.991659164428711,1.9013404846191406,4.207401752471924,3.3914053440093994,4.022640705108643,1
"I know my son might have FAP, but I can’t take him to have that colonoscopy that is out of the question.",3.791611433029175,2.1091246604919434,2.5389556884765625,1.2719271183013916,4.70005464553833,3.7270960807800293,3.4938504695892334,2.100235939025879,2.619450330734253,2.9527649879455566,1.6837024688720703,3.672517776489258,2.0079848766326904,3.0323784351348877,3.573261022567749,2.5698299407958984,3.089264392852783,1.7518062591552734,4.227863788604736,3.6256141662597656,4.208715438842773,Everything will be fine soon. Consult a doctor to confirm it and then decide further procedures.,3.7550666332244873,1.8733114004135132,2.3010053634643555,1.82930588722229,3.924428701400757,4.020692348480225,3.8822238445281982,2.0647056102752686,2.1054346561431885,2.741811752319336,2.073300361633301,3.760830879211426,1.7856954336166382,2.651484727859497,4.015583515167236,2.605997085571289,2.258108139038086,1.2100011110305786,4.317149639129639,3.044708490371704,4.219076633453369,1
"I am scared to tell my daughters I have the BRCA mutation, I don’t know how to explain it to them without freaking them about.",3.4303665161132812,2.096491813659668,2.8378100395202637,1.3669500350952148,4.549493789672852,4.150782585144043,3.1026599407196045,3.3397154808044434,1.8796442747116089,3.019662857055664,2.0124857425689697,3.6615405082702637,2.538829803466797,2.376339912414551,3.123481512069702,2.717759370803833,2.896334171295166,1.5610160827636719,4.17612361907959,3.684948444366455,4.267776966094971,The idea of telling your daughters is overwhelming because you don’t want to upset them.,2.5296008586883545,3.487492561340332,4.07067346572876,2.0601260662078857,4.105415344238281,3.370072841644287,2.2013914585113525,3.874748706817627,2.626127004623413,3.8171093463897705,2.629244327545166,3.103165864944458,3.396552085876465,3.0208113193511963,2.3018112182617188,3.3804893493652344,2.8553106784820557,1.7349649667739868,3.8016302585601807,3.2650041580200195,3.7085323333740234,3
"I am scared to tell my daughters I have the BRCA mutation, I don’t know how to explain it to them without freaking them about.",3.4303665161132812,2.096491813659668,2.8378100395202637,1.3669500350952148,4.549493789672852,4.150782585144043,3.1026599407196045,3.3397154808044434,1.8796442747116089,3.019662857055664,2.0124857425689697,3.6615405082702637,2.538829803466797,2.376339912414551,3.123481512069702,2.717759370803833,2.896334171295166,1.5610160827636719,4.17612361907959,3.684948444366455,4.267776966094971,You're worried your daughters can't handle this news and what it implies for them.,3.805788993835449,2.424032211303711,2.8496358394622803,1.358055591583252,4.844375133514404,3.6250264644622803,3.0131850242614746,2.3974690437316895,3.220167398452759,3.095271587371826,1.762615442276001,3.650212287902832,2.240931987762451,3.44880747795105,3.1122782230377197,2.7530322074890137,3.391411781311035,2.1136415004730225,4.176077365875244,3.5657012462615967,4.140645980834961,3
"I am scared to tell my daughters I have the BRCA mutation, I don’t know how to explain it to them without freaking them about.",3.4303665161132812,2.096491813659668,2.8378100395202637,1.3669500350952148,4.549493789672852,4.150782585144043,3.1026599407196045,3.3397154808044434,1.8796442747116089,3.019662857055664,2.0124857425689697,3.6615405082702637,2.538829803466797,2.376339912414551,3.123481512069702,2.717759370803833,2.896334171295166,1.5610160827636719,4.17612361907959,3.684948444366455,4.267776966094971,You're scared to tell your daughters you have the BRCA mutation.,3.6226627826690674,2.030346155166626,2.698003053665161,1.2108051776885986,4.759565830230713,3.997189521789551,3.2452118396759033,2.953148365020752,2.0403361320495605,2.9317779541015625,1.7537479400634766,3.6945667266845703,2.3069207668304443,2.504260301589966,3.2824130058288574,2.62197208404541,3.029632806777954,1.6984056234359741,4.197346210479736,3.765336036682129,4.2217888832092285,2
"I am scared to tell my daughters I have the BRCA mutation, I don’t know how to explain it to them without freaking them about.",3.4303665161132812,2.096491813659668,2.8378100395202637,1.3669500350952148,4.549493789672852,4.150782585144043,3.1026599407196045,3.3397154808044434,1.8796442747116089,3.019662857055664,2.0124857425689697,3.6615405082702637,2.538829803466797,2.376339912414551,3.123481512069702,2.717759370803833,2.896334171295166,1.5610160827636719,4.17612361907959,3.684948444366455,4.267776966094971,It's better for your daughter is to know they should get genetic testing also. Do you need to make a plan to tell them.,3.4163897037506104,2.6117002964019775,3.091151475906372,2.5303642749786377,3.789278984069824,4.121243953704834,2.839918851852417,3.080101728439331,3.16973614692688,3.3983309268951416,2.850616931915283,3.6609787940979004,2.6464531421661377,3.5441789627075195,2.875328302383423,3.2775185108184814,2.7708821296691895,1.7032519578933716,4.428842067718506,3.0611071586608887,4.077007293701172,1
"I am scared to tell my daughters I have the BRCA mutation, I don’t know how to explain it to them without freaking them about.",3.4303665161132812,2.096491813659668,2.8378100395202637,1.3669500350952148,4.549493789672852,4.150782585144043,3.1026599407196045,3.3397154808044434,1.8796442747116089,3.019662857055664,2.0124857425689697,3.6615405082702637,2.538829803466797,2.376339912414551,3.123481512069702,2.717759370803833,2.896334171295166,1.5610160827636719,4.17612361907959,3.684948444366455,4.267776966094971,Don't you want them to be tested too?,3.194092035293579,3.5190999507904053,3.5714848041534424,2.2563438415527344,3.9903955459594727,2.8110129833221436,2.500854730606079,2.355273723602295,4.035911560058594,3.5138559341430664,2.435181140899658,3.1161742210388184,2.5993213653564453,4.1806559562683105,2.6457860469818115,3.400766134262085,3.0763297080993652,2.1475343704223633,3.7678680419921875,3.0467278957366943,3.4110469818115234,1
"I am scared to tell my daughters I have the BRCA mutation, I don’t know how to explain it to them without freaking them about.",3.4303665161132812,2.096491813659668,2.8378100395202637,1.3669500350952148,4.549493789672852,4.150782585144043,3.1026599407196045,3.3397154808044434,1.8796442747116089,3.019662857055664,2.0124857425689697,3.6615405082702637,2.538829803466797,2.376339912414551,3.123481512069702,2.717759370803833,2.896334171295166,1.5610160827636719,4.17612361907959,3.684948444366455,4.267776966094971,No worries . Take your own time and tell them about your problenms casually,2.5566940307617188,3.247199773788452,3.8827898502349854,2.8946902751922607,3.319960832595825,3.862344741821289,2.2349164485931396,4.3205461502075195,2.1935226917266846,3.7363033294677734,3.26279616355896,3.2019317150115967,3.522341728210449,2.8390302658081055,2.3012735843658447,3.5674688816070557,2.3342928886413574,1.438684344291687,4.118298530578613,2.7838094234466553,3.652801036834717,1
"I am scared to tell my daughters I have the BRCA mutation, I don’t know how to explain it to them without freaking them about.",3.4303665161132812,2.096491813659668,2.8378100395202637,1.3669500350952148,4.549493789672852,4.150782585144043,3.1026599407196045,3.3397154808044434,1.8796442747116089,3.019662857055664,2.0124857425689697,3.6615405082702637,2.538829803466797,2.376339912414551,3.123481512069702,2.717759370803833,2.896334171295166,1.5610160827636719,4.17612361907959,3.684948444366455,4.267776966094971,"Find the best time. Hiding it from them can be bad for both you and them. I'm sure if you're honest and explain how this works and what treatments there are, they'll understand and support you.",2.9721105098724365,2.9799654483795166,3.6081817150115967,2.3042402267456055,3.957061767578125,3.907944679260254,2.436753034591675,3.6458122730255127,2.782020330429077,3.623934745788574,2.7471022605895996,3.3847317695617676,3.1011645793914795,3.244826555252075,2.5455172061920166,3.3491787910461426,2.9235780239105225,1.8131866455078125,4.26011323928833,3.217754364013672,4.001509666442871,1
"I am scared to tell my daughters I have the BRCA mutation, I don’t know how to explain it to them without freaking them about.",3.4303665161132812,2.096491813659668,2.8378100395202637,1.3669500350952148,4.549493789672852,4.150782585144043,3.1026599407196045,3.3397154808044434,1.8796442747116089,3.019662857055664,2.0124857425689697,3.6615405082702637,2.538829803466797,2.376339912414551,3.123481512069702,2.717759370803833,2.896334171295166,1.5610160827636719,4.17612361907959,3.684948444366455,4.267776966094971,We should come up with a plan as to how to do this,2.7464754581451416,3.5623433589935303,3.938596725463867,2.7201132774353027,3.547830104827881,3.4075424671173096,2.1278257369995117,3.6591644287109375,3.17146897315979,3.788517475128174,3.108492136001587,3.171020746231079,3.3483779430389404,3.547916889190674,2.2081053256988525,3.569279193878174,2.717622995376587,1.7793169021606445,3.982025384902954,2.909111261367798,3.538968563079834,1
I worry that I’m being too hasty in my decision to end this pregnancy.  Maybe I should wait and think it over,3.0302278995513916,2.6026828289031982,3.33701491355896,1.4371930360794067,4.495810031890869,3.9588823318481445,2.6902713775634766,3.8634462356567383,1.8561955690383911,3.3060736656188965,2.2069578170776367,3.3714053630828857,2.9910318851470947,2.3371055126190186,2.68438458442688,2.9615752696990967,3.0231573581695557,1.624579906463623,4.016695499420166,3.6971731185913086,4.022226810455322,"While at one time your mind was made up about your pregnancy, you’re starting to think that maybe you need to revisit your decision.",3.11285662651062,2.83914852142334,3.4179868698120117,1.8618879318237305,4.3354082107543945,3.9030914306640625,2.6569995880126953,3.6518287658691406,2.5721077919006348,3.4496548175811768,2.485689640045166,3.501542568206787,2.977491617202759,2.985865831375122,2.721482515335083,3.206641674041748,3.01151704788208,1.7055840492248535,4.113247871398926,3.4567768573760986,4.069942951202393,3
I worry that I’m being too hasty in my decision to end this pregnancy.  Maybe I should wait and think it over,3.0302278995513916,2.6026828289031982,3.33701491355896,1.4371930360794067,4.495810031890869,3.9588823318481445,2.6902713775634766,3.8634462356567383,1.8561955690383911,3.3060736656188965,2.2069578170776367,3.3714053630828857,2.9910318851470947,2.3371055126190186,2.68438458442688,2.9615752696990967,3.0231573581695557,1.624579906463623,4.016695499420166,3.6971731185913086,4.022226810455322,This feels like a big decision. You want to be sure you don't make it lightly.,2.587151050567627,2.8961844444274902,3.7129082679748535,2.624922275543213,3.5530998706817627,4.022758483886719,2.229149341583252,4.318567752838135,2.1503591537475586,3.694047451019287,3.149097204208374,3.3464694023132324,3.426103353500366,2.7264044284820557,2.290541172027588,3.4616472721099854,2.4459047317504883,1.4693458080291748,4.188177108764648,2.904665231704712,3.881687641143799,3
I worry that I’m being too hasty in my decision to end this pregnancy.  Maybe I should wait and think it over,3.0302278995513916,2.6026828289031982,3.33701491355896,1.4371930360794067,4.495810031890869,3.9588823318481445,2.6902713775634766,3.8634462356567383,1.8561955690383911,3.3060736656188965,2.2069578170776367,3.3714053630828857,2.9910318851470947,2.3371055126190186,2.68438458442688,2.9615752696990967,3.0231573581695557,1.624579906463623,4.016695499420166,3.6971731185913086,4.022226810455322,You're realizing you need to think on this a bit longer.,2.4515469074249268,3.5162243843078613,4.050519943237305,2.707882881164551,3.495692729949951,3.5692572593688965,2.1203927993774414,4.224569320678711,2.3727002143859863,3.794260025024414,3.1272616386413574,3.0584733486175537,3.61152720451355,2.870649814605713,2.1989858150482178,3.6017584800720215,2.503995418548584,1.4963223934173584,3.8922691345214844,2.852517604827881,3.504824161529541,2
I worry that I’m being too hasty in my decision to end this pregnancy.  Maybe I should wait and think it over,3.0302278995513916,2.6026828289031982,3.33701491355896,1.4371930360794067,4.495810031890869,3.9588823318481445,2.6902713775634766,3.8634462356567383,1.8561955690383911,3.3060736656188965,2.2069578170776367,3.3714053630828857,2.9910318851470947,2.3371055126190186,2.68438458442688,2.9615752696990967,3.0231573581695557,1.624579906463623,4.016695499420166,3.6971731185913086,4.022226810455322,"If you wait much longer, it will be a more difficult and a longer recovery. You should make a decision in the next couple days.",3.521413564682007,2.357330560684204,2.87644624710083,1.463384747505188,4.554784297943115,3.818364143371582,3.283848285675049,2.685293436050415,2.3835136890411377,3.1170196533203125,1.9594171047210693,3.5927462577819824,2.3063576221466064,2.870588779449463,3.4172585010528564,2.8536603450775146,3.000800609588623,1.7366418838500977,4.3096184730529785,3.5919387340545654,4.177274703979492,1
I worry that I’m being too hasty in my decision to end this pregnancy.  Maybe I should wait and think it over,3.0302278995513916,2.6026828289031982,3.33701491355896,1.4371930360794067,4.495810031890869,3.9588823318481445,2.6902713775634766,3.8634462356567383,1.8561955690383911,3.3060736656188965,2.2069578170776367,3.3714053630828857,2.9910318851470947,2.3371055126190186,2.68438458442688,2.9615752696990967,3.0231573581695557,1.624579906463623,4.016695499420166,3.6971731185913086,4.022226810455322,You're considering abortion??,3.888556718826294,2.417288064956665,2.6036863327026367,1.246617078781128,4.700113773345947,3.1900155544281006,2.364891767501831,2.0066170692443848,4.129828929901123,2.919283866882324,1.6572054624557495,3.4772472381591797,2.19088077545166,4.062817096710205,2.3647613525390625,2.840223789215088,3.9898247718811035,2.824467420578003,3.94267201423645,3.494861125946045,3.8597464561462402,1
I worry that I’m being too hasty in my decision to end this pregnancy.  Maybe I should wait and think it over,3.0302278995513916,2.6026828289031982,3.33701491355896,1.4371930360794067,4.495810031890869,3.9588823318481445,2.6902713775634766,3.8634462356567383,1.8561955690383911,3.3060736656188965,2.2069578170776367,3.3714053630828857,2.9910318851470947,2.3371055126190186,2.68438458442688,2.9615752696990967,3.0231573581695557,1.624579906463623,4.016695499420166,3.6971731185913086,4.022226810455322,"Ending a pregnancy is no easy thing,  perhaps you can try discussing the matter with your partner to weigh the pros and cons of ending it.",3.172910213470459,2.6972203254699707,3.2766518592834473,1.5119479894638062,4.552553653717041,3.829477071762085,2.7423059940338135,3.3762412071228027,2.5576348304748535,3.404982805252075,2.1800999641418457,3.4377880096435547,2.767972946166992,2.9370431900024414,2.859700918197632,3.009164571762085,3.2072560787200928,1.8261889219284058,4.181834697723389,3.6144626140594482,4.1139912605285645,1
I worry that I’m being too hasty in my decision to end this pregnancy.  Maybe I should wait and think it over,3.0302278995513916,2.6026828289031982,3.33701491355896,1.4371930360794067,4.495810031890869,3.9588823318481445,2.6902713775634766,3.8634462356567383,1.8561955690383911,3.3060736656188965,2.2069578170776367,3.3714053630828857,2.9910318851470947,2.3371055126190186,2.68438458442688,2.9615752696990967,3.0231573581695557,1.624579906463623,4.016695499420166,3.6971731185913086,4.022226810455322,"Pregnancy is two lives and if it's something that doesn't harm your health, take care until the end, when it's born, donate to someone.",3.682917356491089,2.518702983856201,2.89492130279541,1.8760888576507568,4.296337604522705,3.6211581230163574,3.4007725715637207,2.185579776763916,2.985167980194092,3.1236484050750732,2.2145609855651855,3.691859722137451,2.20417857170105,3.357043504714966,3.5774595737457275,2.919379234313965,2.8041114807128906,1.7052638530731201,4.282200813293457,3.3471133708953857,4.074019908905029,1
I worry that I’m being too hasty in my decision to end this pregnancy.  Maybe I should wait and think it over,3.0302278995513916,2.6026828289031982,3.33701491355896,1.4371930360794067,4.495810031890869,3.9588823318481445,2.6902713775634766,3.8634462356567383,1.8561955690383911,3.3060736656188965,2.2069578170776367,3.3714053630828857,2.9910318851470947,2.3371055126190186,2.68438458442688,2.9615752696990967,3.0231573581695557,1.624579906463623,4.016695499420166,3.6971731185913086,4.022226810455322,If you feel like that's what you should do then I think that's a great idea.,2.6653783321380615,3.467298746109009,3.704385280609131,4.04457950592041,2.1805551052093506,3.2443580627441406,1.9394469261169434,3.4943900108337402,3.6377804279327393,3.6110782623291016,3.921304225921631,3.069267749786377,3.3117949962615967,3.977637529373169,1.9761357307434082,3.8518993854522705,1.8948155641555786,1.4526029825210571,4.012210845947266,1.912667155265808,3.1146509647369385,1
We are so mixed up right now about whether we should continue the pregnancy. We should be able to make this decision but it is so hard. I am a Christian and I am not sure what scripture has to say about this.,3.3251585960388184,2.4981117248535156,3.1652681827545166,1.5064406394958496,4.621612071990967,3.944295883178711,2.8691658973693848,3.3271687030792236,2.451467514038086,3.295804262161255,2.0773611068725586,3.5714046955108643,2.7251620292663574,2.8574392795562744,2.860898971557617,2.9152746200561523,3.1780574321746826,1.7043509483337402,4.182921886444092,3.6466758251190186,4.176394939422607,"Your heart is pulled in two directions right now. To find peace, you’d like to consider what members of your religious community might do based on your shared faith.",2.8782033920288086,3.5106585025787354,3.8812036514282227,2.0014171600341797,4.262099266052246,3.2671451568603516,2.357665777206421,3.2837560176849365,3.1844482421875,3.6958489418029785,2.4462883472442627,3.1409528255462646,3.0948853492736816,3.488145351409912,2.482758045196533,3.3237528800964355,3.160306453704834,1.941396713256836,3.8519256114959717,3.2935128211975098,3.661226272583008,3
We are so mixed up right now about whether we should continue the pregnancy. We should be able to make this decision but it is so hard. I am a Christian and I am not sure what scripture has to say about this.,3.3251585960388184,2.4981117248535156,3.1652681827545166,1.5064406394958496,4.621612071990967,3.944295883178711,2.8691658973693848,3.3271687030792236,2.451467514038086,3.295804262161255,2.0773611068725586,3.5714046955108643,2.7251620292663574,2.8574392795562744,2.860898971557617,2.9152746200561523,3.1780574321746826,1.7043509483337402,4.182921886444092,3.6466758251190186,4.176394939422607,You really wish that there was a single right answer in this situation.,3.4103424549102783,2.9282679557800293,3.3738155364990234,1.6409618854522705,4.630223751068115,3.452070713043213,3.011357545852661,2.7758328914642334,2.95961594581604,3.4047210216522217,2.075896739959717,3.4668588638305664,2.636845111846924,3.2695205211639404,3.137540578842163,2.985175609588623,3.1970863342285156,1.8298286199569702,4.070727825164795,3.5200586318969727,3.8894553184509277,3
We are so mixed up right now about whether we should continue the pregnancy. We should be able to make this decision but it is so hard. I am a Christian and I am not sure what scripture has to say about this.,3.3251585960388184,2.4981117248535156,3.1652681827545166,1.5064406394958496,4.621612071990967,3.944295883178711,2.8691658973693848,3.3271687030792236,2.451467514038086,3.295804262161255,2.0773611068725586,3.5714046955108643,2.7251620292663574,2.8574392795562744,2.860898971557617,2.9152746200561523,3.1780574321746826,1.7043509483337402,4.182921886444092,3.6466758251190186,4.176394939422607,You want to know what the Scripture says about abortion.,3.6182734966278076,2.8209385871887207,2.971261501312256,1.6389623880386353,4.391636848449707,3.1140315532684326,2.267476797103882,2.064910650253296,4.270724296569824,3.209352493286133,1.9493623971939087,3.229419231414795,2.301915407180786,4.278221130371094,2.3120369911193848,3.0519027709960938,3.758692502975464,2.7691335678100586,3.9171407222747803,3.3142178058624268,3.7038021087646484,2
