Utterance,suddenness,familiarity,predict_event,pleasantness,unpleasantness,goal_relevance,chance_responsblt,self_responsblt,other_responsblt,predict_conseq,goal_support,urgency,self_control,other_control,chance_control,accept_conseq,standards,social_norms,attention,not_consider,effort,Speaker,Emotion,Scene_ID,Utterance_ID,Season,Episode,Start_Time,End_Time
"I'm sorry. I'm sorry, Phoebe. It's just a little shorter than what we had discussed.",3.1366539001464844,3.1113297939300537,3.6222658157348633,1.9058083295822144,4.355923175811768,3.5617613792419434,2.4561803340911865,3.849644184112549,2.5005271434783936,3.4805421829223633,2.3918769359588623,3.3947761058807373,3.3509843349456787,2.8814613819122314,2.4423885345458984,3.388721466064453,3.0161266326904297,1.6888997554779053,3.88376784324646,3.430413007736206,3.7571322917938232,['Monica Geller'],Sad,8,5,2,1,00:13:35.564,00:13:44.405
Would you relax? I know what I am doing. This is how he wears it.,2.288468599319458,3.954428195953369,4.183305740356445,3.4251835346221924,2.788668632507324,2.796501398086548,1.872815728187561,3.6529505252838135,3.3179593086242676,3.8837034702301025,3.5202341079711914,2.8276631832122803,3.6465704441070557,3.6388654708862305,1.9250882863998413,3.859132766723633,2.190643072128296,1.5585049390792847,3.58442759513855,2.218069314956665,3.010631561279297,['Phoebe Buffay'],Mad,8,6,2,1,00:13:44.573,00:13:50.870
How who wears it?,3.094675302505493,3.733287811279297,3.551898956298828,2.8165807723999023,3.253037691116333,2.3792366981506348,2.1060853004455566,2.251396417617798,4.439082145690918,3.436598777770996,2.796834707260132,2.97432541847229,2.6984243392944336,4.55562162399292,2.176426649093628,3.586524486541748,2.893676996231079,2.2546865940093994,3.536593437194824,2.6205780506134033,2.9197144508361816,['Monica Geller'],Mad,8,7,2,1,00:13:48.244,00:13:50.870
Demi Moore.,3.312683582305908,3.2371268272399902,3.3302114009857178,2.7084293365478516,3.63077974319458,3.094679832458496,2.119060754776001,2.371131658554077,4.262950420379639,3.5077614784240723,2.696545124053955,3.183849334716797,2.5945348739624023,4.472110748291016,2.26435923576355,3.42448091506958,3.165727138519287,2.237924575805664,3.902937173843384,2.778041362762451,3.44047474861145,['Phoebe Buffay'],Neutral,8,8,2,1,00:13:52.790,00:13:55.458
Demi Moore is not a he.,3.538001298904419,3.054429054260254,3.118440628051758,2.62957763671875,3.624368906021118,3.260995388031006,2.405371904373169,2.240830659866333,4.301882266998291,3.3582053184509277,2.727921485900879,3.362445831298828,2.4966092109680176,4.516665458679199,2.3639779090881348,3.4527974128723145,3.1660826206207275,2.206125259399414,3.9776713848114014,2.843074321746826,3.4959683418273926,['Monica Geller'],Mad,8,9,2,1,00:13:55.668,00:13:58.503
"Well, he was a he in Arthur, and in Ten.",2.924931049346924,3.43243408203125,3.5927422046661377,3.71757173538208,2.6521453857421875,3.1300137042999268,2.3144795894622803,3.028499126434326,3.8475985527038574,3.584751605987549,3.692394495010376,3.2415478229522705,3.1437745094299316,4.183587551116943,2.2136640548706055,3.808537721633911,2.2044789791107178,1.6244685649871826,3.943937063217163,2.1937456130981445,3.259643077850342,['Phoebe Buffay'],Neutral,8,10,2,1,00:13:58.712,00:14:01.422
That's Dudley Moore. I said I wanted it like Demi Moore.,2.9509284496307373,3.133384943008423,3.4267001152038574,4.068078994750977,2.2567429542541504,3.3062937259674072,2.077517509460449,3.2603847980499268,3.868713140487671,3.551954746246338,3.8446431159973145,3.2778427600860596,3.256068468093872,4.163448810577393,1.8748719692230225,3.8851206302642822,2.049156665802002,1.5501848459243774,3.990125894546509,2.014648914337158,3.264084577560425,['Monica Geller'],Mad,8,11,2,1,00:14:03.509,00:14:08.096
Oh. Oh!,3.4846112728118896,2.927542209625244,3.288431167602539,2.83109188079834,3.5916948318481445,3.7430317401885986,2.924914598464966,2.998748779296875,3.2208266258239746,3.438538074493408,3.0330498218536377,3.614881753921509,2.8408005237579346,3.6162121295928955,2.9458985328674316,3.524007558822632,2.5783848762512207,1.6349775791168213,4.244454860687256,2.892677068710327,3.8041024208068848,['Phoebe Buffay'],Scared,8,12,2,1,00:14:05.302,00:14:08.096
Oh my God!,4.034933567047119,2.599950075149536,2.8567283153533936,2.168318033218384,4.065545558929443,3.3449008464813232,3.242109775543213,2.1221823692321777,3.535496711730957,3.0310802459716797,2.348249912261963,3.6236801147460938,2.198399066925049,3.8075292110443115,3.4006383419036865,3.1676931381225586,2.8944203853607178,2.039083480834961,4.155651569366455,3.134747266769409,3.7651724815368652,['Monica Geller'],Scared,8,13,2,1,00:14:08.264,00:14:10.974
Oh my God!,4.034933567047119,2.599950075149536,2.8567283153533936,2.168318033218384,4.065545558929443,3.3449008464813232,3.242109775543213,2.1221823692321777,3.535496711730957,3.0310802459716797,2.348249912261963,3.6236801147460938,2.198399066925049,3.8075292110443115,3.4006383419036865,3.1676931381225586,2.8944203853607178,2.039083480834961,4.155651569366455,3.134747266769409,3.7651724815368652,['Phoebe Buffay'],Scared,8,14,2,1,00:14:11.809,00:14:14.143
Oh my God!,4.034933567047119,2.599950075149536,2.8567283153533936,2.168318033218384,4.065545558929443,3.3449008464813232,3.242109775543213,2.1221823692321777,3.535496711730957,3.0310802459716797,2.348249912261963,3.6236801147460938,2.198399066925049,3.8075292110443115,3.4006383419036865,3.1676931381225586,2.8944203853607178,2.039083480834961,4.155651569366455,3.134747266769409,3.7651724815368652,['Monica Geller'],Scared,8,15,2,1,00:14:14.311,00:14:16.688
"She's the actress that was in Disclosure, Indecent Proposal, Ghost!",3.7187154293060303,2.8018252849578857,2.6689367294311523,3.1467032432556152,3.0580716133117676,3.082012414932251,2.231332540512085,2.025852918624878,4.80783224105835,3.052957057952881,2.9200632572174072,3.3624346256256104,2.3444178104400635,4.865163326263428,2.1351828575134277,3.4704742431640625,2.8658969402313232,2.2832279205322266,3.982667922973633,2.495037317276001,3.2795052528381348,['Monica Geller'],Neutral,8,17,2,1,00:14:16.856,00:14:23.278
"Oh, she's got gorgeous hair.",2.9763898849487305,3.5209362506866455,3.3079946041107178,4.283703327178955,1.7303228378295898,2.391277313232422,1.9190617799758911,2.3812127113342285,4.49916410446167,3.232088565826416,3.6917500495910645,2.831102132797241,2.676835536956787,4.521726608276367,1.9308570623397827,3.8557984828948975,1.778378963470459,1.6238930225372314,3.4059643745422363,1.563497543334961,2.3581299781799316,['Phoebe Buffay'],Joyful,8,18,2,1,00:14:18.399,00:14:23.278
I know!,2.801196336746216,3.5281174182891846,3.9655513763427734,3.2243735790252686,3.2335286140441895,3.4485971927642822,2.259079933166504,3.722585678100586,3.0810062885284424,3.8045499324798584,3.3417038917541504,3.1946604251861572,3.3462181091308594,3.5603182315826416,2.351630926132202,3.66951584815979,2.432915687561035,1.6148626804351807,4.04796838760376,2.5983550548553467,3.4891605377197266,['Monica Geller'],Mad,8,19,2,1,00:14:23.445,00:14:25.113
Even Mary Tyler Moore would've been better.,3.5277702808380127,3.1439263820648193,3.197882652282715,2.0836007595062256,4.2000732421875,2.908527135848999,2.3821427822113037,1.9950956106185913,4.227273941040039,3.3325576782226562,2.269221305847168,3.2468409538269043,2.392047166824341,4.2821173667907715,2.5419669151306152,3.3213539123535156,3.421452283859253,2.2814431190490723,3.719662666320801,3.1603612899780273,3.495331048965454,['Monica Geller'],Mad,11,2,2,1,00:18:06.919,00:18:30.274
"I like it. I do, I think it's a Ten.",2.2267508506774902,3.5876247882843018,3.991586446762085,4.162264823913574,1.8827987909317017,3.12489914894104,1.9622496366500854,4.093606472015381,2.6721599102020264,3.6811728477478027,4.092312812805176,2.9464192390441895,3.7906532287597656,3.2038815021514893,1.9506415128707886,3.8972926139831543,1.483314871788025,1.1256290674209595,3.7931559085845947,1.69427490234375,2.928194999694824,['Ross Geller'],Joyful,11,3,2,1,00:18:32.903,00:18:36.197
Thank you. My hair is very amused.,2.860910654067993,3.5472099781036377,3.7843575477600098,3.863859176635742,2.5348570346832275,3.0594818592071533,2.3926923274993896,3.280519723892212,3.455796241760254,3.5659313201904297,3.77323055267334,3.295550584793091,3.366874933242798,3.714688539505005,2.3167855739593506,3.9092624187469482,1.956878662109375,1.42262601852417,3.90756893157959,2.17486834526062,3.2360239028930664,['Monica Geller'],Mad,11,4,2,1,00:18:36.365,00:18:42.578
"Come on, Monica, things could be worse. You could get caught between the moon and New York City. I know it's crazy, but it's true.",3.3262901306152344,3.130316972732544,3.50134015083313,1.6466680765151978,4.645024299621582,3.2463183403015137,2.8401994705200195,3.2767724990844727,2.8186514377593994,3.431495189666748,2.072401523590088,3.43481183052063,2.982581377029419,3.1168229579925537,2.811591386795044,3.2719907760620117,3.148930549621582,1.9400919675827026,3.8711416721343994,3.5798234939575195,3.715123414993286,['Chandler Bing'],Joyful,11,5,2,1,00:18:42.746,00:18:52.839
Thank you.,3.007133722305298,3.271225929260254,3.7069830894470215,3.274634599685669,3.2330808639526367,3.570282459259033,2.3049092292785645,3.342611789703369,3.3444080352783203,3.6603927612304688,3.4371063709259033,3.3556718826293945,3.1471641063690186,3.8061342239379883,2.359034538269043,3.593920946121216,2.4983532428741455,1.6527155637741089,4.197508335113525,2.521427869796753,3.608928680419922,['Phoebe Buffay'],Joyful,11,6,2,1,00:18:45.666,00:18:48.417
"Well, I gotta go. Bye. Bye, Rach.",2.2181618213653564,3.641324281692505,4.359369277954102,2.486921787261963,3.615689277648926,3.1511266231536865,2.2332305908203125,4.089404582977295,2.011610746383667,3.8665733337402344,3.0080485343933105,2.853832483291626,3.6777334213256836,2.534393787384033,2.3662683963775635,3.535456657409668,2.3274476528167725,1.4112731218338013,3.588998317718506,2.8386266231536865,3.4086766242980957,['Ross Geller'],Joyful,11,7,2,1,00:18:55.634,00:18:59.595
"Wait, are you leaving?",3.8028759956359863,3.019134998321533,3.2007510662078857,1.8859339952468872,4.356982707977295,3.140859842300415,2.456105947494507,2.337299346923828,4.047595977783203,3.157985210418701,2.2280495166778564,3.4987850189208984,2.5795280933380127,4.13129997253418,2.4662058353424072,3.232260227203369,3.558809757232666,2.3445916175842285,3.8294849395751953,3.3403117656707764,3.538534164428711,['Rachel Green'],Scared,11,8,2,1,00:18:57.427,00:18:59.595
"Yeah, that's kinda what I meant by ""bye!""",2.4908125400543213,3.8819143772125244,4.258999824523926,3.107510566711426,3.1113908290863037,2.927767515182495,2.1646440029144287,3.8707194328308105,2.9473016262054443,3.812368392944336,3.3370437622070312,2.9863781929016113,3.5951497554779053,3.289475917816162,2.204437494277954,3.7306363582611084,2.234625816345215,1.5379480123519897,3.6585936546325684,2.581608533859253,3.2041754722595215,['Ross Geller'],Mad,11,9,2,1,00:18:59.763,00:19:05.518
"Well, can I talk to you for a sec?",2.8484413623809814,3.6041038036346436,3.8908329010009766,3.4382572174072266,2.924703359603882,3.227228879928589,2.244158983230591,3.399142265319824,3.454613447189331,3.730152130126953,3.493880033493042,3.1508021354675293,3.3305225372314453,3.863534688949585,2.2856626510620117,3.8024511337280273,2.2282800674438477,1.5412477254867554,3.925288438796997,2.351790428161621,3.282243013381958,['Rachel Green'],Scared,11,10,2,1,00:19:03.058,00:19:07.854
Okay.,3.0960805416107178,3.352083206176758,3.70230770111084,2.757962942123413,3.7484524250030518,3.5003206729888916,2.3668055534362793,3.175466537475586,3.440899610519409,3.7225241661071777,2.922781467437744,3.302438259124756,2.9776978492736816,3.843254804611206,2.490079164505005,3.475057601928711,2.864987850189209,1.887105941772461,4.152709007263184,2.870107412338257,3.7004668712615967,['Ross Geller'],Neutral,11,11,2,1,00:19:05.686,00:19:07.854
"Hey, when the doctor does that hernia test...",3.478455066680908,2.470440149307251,2.9901397228240967,1.894930362701416,4.1930131912231445,3.785029411315918,3.5104682445526123,2.6786398887634277,2.3534095287323,3.204237699508667,2.2509799003601074,3.6479830741882324,2.3788816928863525,2.8922600746154785,3.644850492477417,3.014681577682495,2.551107406616211,1.4385343790054321,4.25269889831543,3.3536956310272217,4.093291759490967,['Joey Tribbiani'],Scared,11,12,2,1,00:19:08.021,00:19:14.777
That's ok.,2.6720352172851562,3.4429678916931152,3.9462027549743652,2.9589900970458984,3.4561376571655273,3.4739363193511963,2.2328596115112305,3.72371768951416,2.9501755237579346,3.7397515773773193,3.2105653285980225,3.2136735916137695,3.368342876434326,3.3804407119750977,2.3916661739349365,3.5963072776794434,2.479773759841919,1.657619595527649,4.157750129699707,2.7556798458099365,3.646156072616577,['Chandler Bing'],Peaceful,11,13,2,1,00:19:11.650,00:19:14.777
What's goin' on?,4.0983500480651855,2.4872989654541016,2.4031951427459717,1.4725232124328613,4.434851169586182,2.756824493408203,2.3859994411468506,1.3447579145431519,4.620049476623535,2.7005107402801514,1.6380369663238525,3.469391345977783,1.9939601421356201,4.3876261711120605,2.3851022720336914,2.8789114952087402,3.9062929153442383,2.9682509899139404,3.7925305366516113,3.216958999633789,3.43180513381958,['Ross Geller'],Scared,11,14,2,1,00:19:15.529,00:19:22.326
No. No-no-no-no.,3.3249289989471436,3.274684190750122,3.3598859310150146,1.9480712413787842,4.148606300354004,2.7833051681518555,2.1675069332122803,2.3228671550750732,4.197011947631836,3.3835272789001465,2.1932663917541504,3.150092124938965,2.6279678344726562,4.271617412567139,2.3410143852233887,3.392706871032715,3.520876169204712,2.5956106185913086,3.6945221424102783,3.1414411067962646,3.415919303894043,['Rachel Green'],Powerful,11,17,2,1,00:19:20.576,00:19:22.326
Really?,3.5659449100494385,3.174384832382202,3.162144660949707,1.9418776035308838,4.121362686157227,2.8565001487731934,2.137665271759033,2.0513203144073486,4.417603492736816,3.196866273880005,2.1076605319976807,3.115762233734131,2.3966758251190186,4.427678108215332,2.267642021179199,3.3326992988586426,3.685577630996704,2.68542218208313,3.688753843307495,3.103142023086548,3.322817802429199,['Rachel Green'],Peaceful,11,19,2,1,00:19:23.370,00:19:26.914
"You deserve to be with someone who appreciates you, and who gets how funny and sweet and amazing, and adorable, and sexy you are, you know? Someone who wakes up every morning thinking ""Oh my god, I'm with Rachel"". You know, someone who makes you feel good, the way I am with Julie. Was there a second of all?",2.881014823913574,3.3222484588623047,3.421384572982788,4.54680061340332,1.6670061349868774,3.173708915710449,1.9165984392166138,3.303034782409668,3.955231189727783,3.3516452312469482,4.120816707611084,3.0791311264038086,3.2604997158050537,4.113811016082764,1.6901906728744507,3.913163423538208,1.6555513143539429,1.411331295967102,3.7818777561187744,1.5922679901123047,2.868173837661743,['Ross Geller'],Peaceful,11,20,2,1,00:20:14.254,00:20:48.329
"No, I think that was the whole all.",2.5029218196868896,3.847799777984619,4.189056396484375,3.0561985969543457,3.2195205688476562,3.079450845718384,2.1972293853759766,3.6894798278808594,2.9252679347991943,3.819434404373169,3.3019065856933594,2.9755325317382812,3.5123002529144287,3.4061381816864014,2.299783229827881,3.693434953689575,2.34277081489563,1.5257230997085571,3.7382123470306396,2.5675387382507324,3.2460343837738037,['Rachel Green'],Sad,11,21,2,1,00:20:37.903,00:20:48.329
Okay. Okay. Okay.,3.0702626705169678,3.326329469680786,3.649801731109619,2.791856050491333,3.7196474075317383,3.5227205753326416,2.3812599182128906,3.1867949962615967,3.392122507095337,3.747344493865967,2.998760461807251,3.337716579437256,2.9995808601379395,3.7587168216705322,2.5262880325317383,3.478834629058838,2.8089914321899414,1.8002818822860718,4.141881942749023,2.819037437438965,3.7003989219665527,['Ross Geller'],Joyful,11,22,2,1,00:20:45.827,00:20:48.329
"I swear to god, Dad. That's not how they measure pants.",3.316563129425049,3.149477243423462,3.416541337966919,1.9919947385787964,4.239941596984863,3.2539823055267334,2.3889901638031006,3.1088733673095703,3.5553982257843018,3.4654037952423096,2.3542752265930176,3.4037468433380127,2.985816478729248,3.7596991062164307,2.3886923789978027,3.481477975845337,3.348651885986328,2.1463406085968018,3.938918113708496,3.36864972114563,3.688851833343506,['Joey Tribbiani'],Mad,11,23,2,1,00:21:01.134,00:21:15.481
"Oh yeah! Oh, I can do that.",1.9607497453689575,3.557993173599243,4.12693977355957,3.635850667953491,2.376023054122925,3.347809314727783,1.7550686597824097,4.518255233764648,2.060565233230591,3.8894710540771484,3.737220048904419,2.8613407611846924,3.957538604736328,2.752746105194092,1.7978788614273071,3.7726073265075684,1.7294772863388062,1.1725351810455322,3.7901370525360107,2.0113134384155273,3.1678900718688965,['Phoebe Buffay'],Joyful,12,3,2,1,00:21:26.702,00:21:28.536
Really?,3.5659449100494385,3.174384832382202,3.162144660949707,1.9418776035308838,4.121362686157227,2.8565001487731934,2.137665271759033,2.0513203144073486,4.417603492736816,3.196866273880005,2.1076605319976807,3.115762233734131,2.3966758251190186,4.427678108215332,2.267642021179199,3.3326992988586426,3.685577630996704,2.68542218208313,3.688753843307495,3.103142023086548,3.322817802429199,['Julie'],Joyful,12,4,2,1,00:21:28.704,00:21:31.247
You wanna do it right now?,2.3076388835906982,4.001194000244141,4.106951713562012,3.6785850524902344,2.5344176292419434,2.6943140029907227,1.9207707643508911,3.569140911102295,3.2828245162963867,3.8214473724365234,3.593784809112549,2.6923327445983887,3.6472980976104736,3.6542882919311523,1.985235333442688,3.911356210708618,1.9270552396774292,1.4709535837173462,3.5416152477264404,2.0461223125457764,2.8354597091674805,['Phoebe Buffay'],Scared,12,5,2,1,00:21:31.415,00:21:37.586
Great!,3.1679913997650146,3.33128023147583,3.6137478351593018,3.059678077697754,3.357628107070923,3.534654378890991,2.5320684909820557,3.172074794769287,3.5153403282165527,3.6454710960388184,3.1866726875305176,3.3192548751831055,2.9014296531677246,3.924549102783203,2.610325574874878,3.5832998752593994,2.618582248687744,1.7529609203338623,4.148696422576904,2.714796304702759,3.612142562866211,['Julie'],Joyful,12,6,2,1,00:21:33.625,00:21:34.875
"Ok, I just wanna be really sure this time. Andie McDowell's the girl from Four Weddings and a Funeral, right?",3.0001754760742188,3.1467390060424805,3.4854025840759277,3.8903162479400635,2.471423387527466,3.4668118953704834,2.1761958599090576,3.30910062789917,3.769662857055664,3.5772600173950195,3.794604539871216,3.2482874393463135,3.187445878982544,4.173568248748779,2.064044713973999,3.824589490890503,2.076995849609375,1.5910289287567139,4.092438697814941,2.116889715194702,3.3302338123321533,['Phoebe Buffay'],Scared,12,7,2,1,00:21:35.460,00:21:43.342
No. No no no no no. That's Rodney McDowell. Andie McDowell is the guy from Planet of the Apes.,3.5742807388305664,3.0340821743011475,2.998527765274048,1.8325486183166504,4.2087273597717285,2.7847509384155273,2.2195072174072266,1.860998272895813,4.453917980194092,3.18662691116333,2.024446725845337,3.2362592220306396,2.3151094913482666,4.422046184539795,2.2878687381744385,3.270944118499756,3.7168209552764893,2.694324493408203,3.6986947059631348,3.212655544281006,3.4497082233428955,['Rachel Green'],Peaceful,12,8,2,1,00:21:44.428,00:21:55.354
"Oh, yeah. Ok, thank you.",2.8413169384002686,3.4912798404693604,3.877474308013916,3.525608777999878,2.9163191318511963,3.427020311355591,2.2123091220855713,3.457371950149536,3.2051498889923096,3.736276149749756,3.585980176925659,3.199526309967041,3.326153039932251,3.7159957885742188,2.2965753078460693,3.7177634239196777,2.2238826751708984,1.5031641721725464,4.033385753631592,2.324474334716797,3.409916877746582,['Phoebe Buffay'],Peaceful,12,9,2,1,00:21:47.556,00:21:51.392
You're welcome.,2.670856237411499,3.3164830207824707,3.797390937805176,3.773420572280884,2.607891082763672,3.4377458095550537,2.212367296218872,3.8987159729003906,2.891413450241089,3.6483795642852783,3.727052688598633,3.2608017921447754,3.6101338863372803,3.348846673965454,2.0924501419067383,3.8157105445861816,1.9898297786712646,1.333621621131897,4.052539825439453,2.1868691444396973,3.307387351989746,['Rachel Green'],Neutral,12,10,2,1,00:21:52.144,00:21:55.354
"Oh, is he hungry already?",2.604461908340454,4.062312126159668,4.029760837554932,1.5820305347442627,4.108715534210205,1.750210165977478,2.184713840484619,2.1561524868011475,3.369016647338867,3.5082523822784424,1.8634597063064575,2.525536298751831,2.8268203735351562,3.501901865005493,2.5830113887786865,3.309192419052124,2.9808313846588135,1.9751543998718262,2.9019715785980225,3.1529948711395264,2.7339320182800293,['Susan Bunch'],Neutral,1,4,2,2,00:00:08.133,00:00:11.093
I guess so.,2.8154547214508057,3.420787811279297,3.8776683807373047,3.315408706665039,3.1054584980010986,3.567894220352173,2.244065046310425,3.6755285263061523,3.1341285705566406,3.6946280002593994,3.4416940212249756,3.2440567016601562,3.3535258769989014,3.5413260459899902,2.26389217376709,3.7055163383483887,2.397592306137085,1.5547137260437012,4.126662254333496,2.5695278644561768,3.58172869682312,['Carol Willick'],Neutral,1,5,2,2,00:00:11.261,00:00:13.971
"You know, it's... something funny about sneakers. I'll be right back.",2.4865024089813232,4.009199619293213,4.236641883850098,2.6866471767425537,3.4971976280212402,2.614759922027588,2.306716203689575,3.55377197265625,2.980833053588867,3.8189287185668945,3.012502431869507,2.8735766410827637,3.512129306793213,3.316438674926758,2.29441237449646,3.7028090953826904,2.447145938873291,1.6628774404525757,3.451223850250244,2.7349307537078857,3.141847610473633,['Chandler Bing'],Neutral,1,6,2,2,00:00:34.701,00:00:42.458
"I gotta get one, too.",2.724932909011841,3.541844367980957,3.9594390392303467,2.8734233379364014,3.4352948665618896,3.2676854133605957,2.4094631671905518,3.8695383071899414,2.6379826068878174,3.7637054920196533,3.1863863468170166,3.229735851287842,3.6156747341156006,3.079021692276001,2.371891975402832,3.603365898132324,2.4475252628326416,1.480799674987793,3.7535274028778076,2.820608615875244,3.4627578258514404,['Joey Tribbiani'],Neutral,1,7,2,2,00:00:39.414,00:00:42.458
What are you guys doing?,2.2853100299835205,4.3280930519104,4.2213568687438965,2.3908884525299072,3.4562129974365234,1.9077080488204956,1.9196739196777344,2.5867671966552734,3.511160135269165,3.749448537826538,2.5752780437469482,2.2809293270111084,2.997760057449341,3.673825740814209,2.2893331050872803,3.514441728591919,2.6390998363494873,1.9535167217254639,2.9720876216888428,2.7098324298858643,2.583195686340332,['Ross Geller'],Scared,1,8,2,2,00:00:42.876,00:00:45.377
We're just hanging out by the spoons. Ladle?,2.0756266117095947,4.108626842498779,4.237645149230957,4.047119617462158,1.9741278886795044,2.2711236476898193,1.817369818687439,3.555778980255127,3.075864791870117,3.747511148452759,3.8536248207092285,2.630829334259033,3.69441556930542,3.3459746837615967,1.9005035161972046,3.975297212600708,1.4533946514129639,1.1919019222259521,3.2969048023223877,1.6854517459869385,2.4942128658294678,['Chandler Bing'],Neutral,1,9,2,2,00:00:48.048,00:00:52.676
"Look, would you guys grow up? That is the most natural beautiful thing in the world.",2.62068247795105,3.802553176879883,3.749769449234009,4.178288459777832,1.8701989650726318,2.1558456420898438,2.0074658393859863,2.4903156757354736,4.128330230712891,3.44840407371521,3.7295501232147217,2.7305006980895996,2.891714096069336,4.183837413787842,2.1544251441955566,3.898878812789917,1.6007845401763916,1.463104486465454,3.416738510131836,1.643296718597412,2.3899974822998047,['Ross Geller'],Mad,1,10,2,2,00:00:50.216,00:00:59.183
"Yeah, we know, but there's a baby suckin' on it.",3.4414799213409424,3.3775980472564697,3.1426002979278564,1.8848811388015747,3.9105405807495117,1.8528773784637451,2.3775761127471924,1.373937726020813,4.510100364685059,2.9938554763793945,1.824020504951477,2.8729171752929688,2.196094512939453,4.363714218139648,2.554163932800293,3.3769853115081787,3.2545762062072754,2.6017348766326904,3.2301995754241943,3.0149295330047607,2.7691216468811035,['Joey Tribbiani'],Neutral,1,11,2,2,00:00:59.350,00:01:02.394
Carol?,3.4521126747131348,3.167670249938965,3.474774122238159,2.854524612426758,3.6582143306732178,3.5393171310424805,2.7710719108581543,2.7854299545288086,3.4801058769226074,3.557814121246338,3.0014209747314453,3.4981086254119873,2.8598735332489014,3.854525566101074,2.828496217727661,3.4598584175109863,2.6962578296661377,1.8184669017791748,4.136760234832764,2.851861000061035,3.6567764282226562,['Ross Geller'],Neutral,1,13,2,2,00:01:04.564,00:01:09.943
Carol? I was just wondering if Joey could ask you a question about breast-feeding?,3.50239634513855,2.982560396194458,3.1511178016662598,4.088700294494629,2.3046653270721436,3.2739226818084717,2.5364320278167725,2.60597562789917,4.032588958740234,3.3262295722961426,3.719313621520996,3.478961706161499,2.734316110610962,4.262831687927246,2.534027576446533,3.789158821105957,1.8612040281295776,1.481768250465393,4.157941818237305,1.912397027015686,3.1692333221435547,['Chandler Bing'],Neutral,1,14,2,2,00:01:13.823,00:01:25.918
Sure.,3.1037509441375732,3.298518657684326,3.660261631011963,2.945828914642334,3.6018238067626953,3.4891960620880127,2.3855040073394775,3.1274638175964355,3.5489931106567383,3.7013602256774902,3.0438485145568848,3.3497753143310547,3.0523974895477295,3.913879871368408,2.432689905166626,3.5156962871551514,2.81584095954895,1.8597867488861084,4.164083003997803,2.7662360668182373,3.706190824508667,['Carol Willick'],Neutral,1,15,2,2,00:01:18.495,00:01:20.621
"Uh, does it hurt?",2.977623462677002,3.2104783058166504,3.661466121673584,1.5485846996307373,4.571410179138184,3.215268611907959,2.783071517944336,3.573345184326172,2.1244781017303467,3.5048816204071045,2.1039159297943115,3.259795904159546,3.158447027206421,2.6000165939331055,2.881570816040039,3.1636605262756348,2.9541144371032715,1.5635370016098022,3.800915241241455,3.629293918609619,3.7842555046081543,['Joey Tribbiani'],Scared,1,16,2,2,00:01:22.248,00:01:25.918
"It did at first, but not anymore.",3.1793816089630127,3.3790314197540283,3.681403636932373,1.9661660194396973,4.31909704208374,3.165663957595825,2.6664931774139404,3.156968593597412,3.1341211795806885,3.511859893798828,2.4222922325134277,3.452293872833252,3.0124833583831787,3.4225003719329834,2.7309720516204834,3.3135721683502197,3.080583095550537,1.9785350561141968,3.9626901149749756,3.361589193344116,3.715611219406128,['Carol Willick'],Neutral,1,17,2,2,00:01:28.379,00:01:37.096
Chandler?,3.493168830871582,3.1938579082489014,3.231398344039917,2.591191053390503,3.65419864654541,3.037654399871826,2.5001728534698486,2.0284230709075928,4.384517192840576,3.3387365341186523,2.6610679626464844,3.2866427898406982,2.4238619804382324,4.531679630279541,2.5092756748199463,3.396327495574951,3.1130175590515137,2.2504427433013916,3.854090929031372,2.7838833332061768,3.347990036010742,['Joey Tribbiani'],Neutral,1,18,2,2,00:01:31.883,00:01:33.342
"So, uh, how often can you do it?",2.2071774005889893,3.8701443672180176,4.2872538566589355,2.2805399894714355,3.816627025604248,2.9305267333984375,2.0499520301818848,3.897522449493408,2.458745002746582,3.866173267364502,2.779341697692871,2.830875873565674,3.610691785812378,2.9838826656341553,2.2297580242156982,3.522968292236328,2.644016742706299,1.6010866165161133,3.6176326274871826,3.0024917125701904,3.306313991546631,['Chandler Bing'],Scared,1,19,2,2,00:01:37.514,00:01:43.435
As much as he needs.,2.660660982131958,3.727201461791992,3.913968086242676,3.45839786529541,2.940091133117676,3.10710072517395,2.194063663482666,3.0516977310180664,3.5858073234558105,3.8187193870544434,3.4700989723205566,3.0852675437927246,3.2179739475250244,3.9435811042785645,2.285214424133301,3.6748008728027344,2.246990919113159,1.5744616985321045,3.9026451110839844,2.323504686355591,3.287041664123535,['Carol Willick'],Neutral,1,20,2,2,00:01:40.141,00:01:43.435
"Ok, I got one, I got one. Uh, if he blows into one, does the other one get bigger?",3.3915340900421143,3.3894479274749756,3.61509370803833,2.1957859992980957,4.163201332092285,2.941821575164795,2.894655704498291,3.022284507751465,3.3476619720458984,3.5202605724334717,2.4112741947174072,3.3904731273651123,3.0050203800201416,3.5160036087036133,2.8618242740631104,3.432727813720703,2.8477046489715576,1.8214222192764282,3.7880499362945557,3.2044355869293213,3.478468418121338,['Joey Tribbiani'],Joyful,1,21,2,2,00:01:44.062,00:01:54.196
