Sr No.,Utterance,suddenness,familiarity,predict_event,pleasantness,unpleasantness,goal_relevance,chance_responsblt,self_responsblt,other_responsblt,predict_conseq,goal_support,urgency,self_control,other_control,chance_control,accept_conseq,standards,social_norms,attention,not_consider,effort,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
2566,No,3.2363014221191406,3.2386791706085205,3.491975784301758,2.1502368450164795,4.143206596374512,3.40855073928833,2.5601751804351807,2.9474639892578125,3.466189384460449,3.518876552581787,2.520749092102051,3.4142324924468994,2.8468055725097656,3.806446075439453,2.6351616382598877,3.300029754638672,3.2333998680114746,2.0932669639587402,4.107274532318115,3.2130095958709717,3.8059401512145996,Phoebe,anger,negative,254,4,9,17,"00:10:00,963","00:10:03,049"
2567,I'll go in there.,1.8389233350753784,4.068557262420654,4.50780725479126,2.6853837966918945,3.237168312072754,2.7721853256225586,1.9466922283172607,4.166733264923096,1.9618935585021973,3.973494052886963,3.1211986541748047,2.634521245956421,3.816715717315674,2.5189054012298584,2.112560510635376,3.5936877727508545,2.1535391807556152,1.3848007917404175,3.4478065967559814,2.5245933532714844,3.0307884216308594,Monica,anger,negative,254,5,9,17,"0:10:05,176","0:10:06,358"
2568,Oh yeah.,3.1624131202697754,3.263939142227173,3.615340232849121,2.917163610458374,3.6079177856445312,3.538360595703125,2.360508918762207,3.2769017219543457,3.4605042934417725,3.679272174835205,3.042041778564453,3.4036951065063477,3.0808041095733643,3.816056966781616,2.3892855644226074,3.5810694694519043,2.799334764480591,1.8715624809265137,4.134904384613037,2.8132269382476807,3.707782506942749,Phoebe,anger,negative,254,6,9,17,"0:10:06,358","0:10:07,182"
2569,Phoebe come here,3.3569753170013428,3.170008420944214,3.126906394958496,4.054915428161621,2.1389527320861816,3.0210156440734863,2.352644920349121,2.2877302169799805,4.325967788696289,3.2951483726501465,3.735637664794922,3.285435676574707,2.6940793991088867,4.575202465057373,2.178476095199585,3.805556058883667,1.9491785764694214,1.653275966644287,3.867584228515625,1.87459135055542,2.9375476837158203,Monica,neutral,neutral,254,7,9,17,"00:10:07,303","00:10:08,512"
2570,Haha!,3.128314733505249,3.1313107013702393,3.6129350662231445,3.483273506164551,2.9491255283355713,3.5951321125030518,2.268688201904297,3.5384817123413086,3.446471691131592,3.553926706314087,3.4745683670043945,3.3972983360290527,3.2634685039520264,3.788074493408203,2.214948892593384,3.7189693450927734,2.3734188079833984,1.6477237939834595,4.2318830490112305,2.497706413269043,3.60054612159729,Monica,joy,positive,254,8,9,17,"00:10:13,309","00:10:14,997"
2571,Damn you Monica Geller hyphen Bing!,3.6543920040130615,2.9308338165283203,3.0528430938720703,1.5822721719741821,4.534707069396973,2.8938307762145996,2.1671297550201416,2.1180062294006348,4.264080047607422,3.1402676105499268,1.894068956375122,3.2943625450134277,2.4613466262817383,4.2387776374816895,2.224756956100464,3.133601665496826,3.899717092514038,2.692274332046509,3.705737829208374,3.372709274291992,3.572265148162842,Phoebe,anger,negative,254,9,9,17,"00:10:15,144","00:10:17,480"
2572,"What we did was wrong. Oh god, I just had sex with somebody that wasn't alive during the Bicentennial.",3.713934898376465,2.6481916904449463,2.946627140045166,1.44806706905365,4.607982158660889,3.393911361694336,2.1824417114257812,3.343940258026123,3.424320697784424,3.0980565547943115,1.9384455680847168,3.4669339656829834,2.9512887001037598,3.490401029586792,1.9266235828399658,3.169506788253784,3.7649240493774414,2.4934654235839844,3.8868799209594727,3.675572633743286,3.78812313079834,Monica,disgust,negative,255,0,1,22,"00:12:32,084","00:12:38,965"
2573,I just had sex.,2.3938329219818115,3.6122665405273438,4.058163642883301,3.592998743057251,2.6755306720733643,3.1450252532958984,1.8661456108093262,3.914534568786621,3.0804104804992676,3.8429718017578125,3.6873600482940674,2.9548392295837402,3.7041141986846924,3.454479694366455,1.88385009765625,3.9007205963134766,2.0392417907714844,1.4457361698150635,3.728306293487549,2.2666168212890625,3.2361419200897217,Young Ethan,neutral,neutral,255,1,1,22,"00:12:40,718","00:12:43,094"
2574,"Ethan, focus. How could you not tell me?",3.6171061992645264,2.840303421020508,3.222529172897339,2.0302631855010986,4.270636081695557,3.7019803524017334,2.6308648586273193,3.0705983638763428,3.4296751022338867,3.3959219455718994,2.420614242553711,3.5783212184906006,2.839235782623291,3.6313068866729736,2.551422595977783,3.308699607849121,3.2499923706054688,2.022261381149292,4.099146366119385,3.37558913230896,3.8573861122131348,Monica,surprise,negative,255,2,1,22,"00:12:45,181","00:12:48,516"
2575,"Well, you never told me how old you were.",3.400475263595581,3.1258044242858887,3.188685178756714,3.7360730171203613,2.5912749767303467,3.2270541191101074,2.2359471321105957,2.8134636878967285,4.230170249938965,3.2258052825927734,3.5516529083251953,3.4112510681152344,2.9229140281677246,4.370448112487793,2.164466619491577,3.887932300567627,2.3149869441986084,1.7098110914230347,4.051541805267334,2.2056655883789062,3.153858184814453,Young Ethan,neutral,neutral,255,3,1,22,"00:12:48,684","00:12:51,352"
2576,"Well, that's different. My lie didn't make one of us a felon in 48 states. What were you thinking?",3.5548675060272217,2.5689361095428467,2.9948110580444336,1.7529524564743042,4.395815849304199,3.8175976276397705,2.326448917388916,3.5175392627716064,3.1649606227874756,3.213327646255493,2.244983673095703,3.545987606048584,2.9102845191955566,3.4529764652252197,2.111685276031494,3.2104334831237793,3.4147937297821045,2.2524421215057373,4.113412380218506,3.552802801132202,4.028271198272705,Monica,disgust,negative,255,4,1,22,"00:12:51,520","00:12:59,527"
2577,I wasn't thinking. I was too busy fallin'...,2.88165283203125,3.241741180419922,3.7891504764556885,1.6667290925979614,4.306823253631592,3.2898106575012207,2.637557029724121,4.183584690093994,1.6655884981155396,3.431658983230591,2.216604232788086,3.1781160831451416,3.5351486206054688,2.111689805984497,2.4450266361236572,3.2726216316223145,2.7673349380493164,1.6188489198684692,3.512470006942749,3.5398519039154053,3.4750170707702637,Young Ethan,joy,positive,255,5,1,22,"00:12:56,442","00:12:59,527"
2578,Don't say it.,2.7954790592193604,3.6501657962799072,3.9899098873138428,2.016879081726074,4.178701400756836,3.0781350135803223,2.0198171138763428,3.5154662132263184,3.166175127029419,3.7275357246398926,2.4049642086029053,2.974515438079834,3.3038055896759033,3.4181621074676514,2.168503761291504,3.4611406326293945,3.249523401260376,2.022897720336914,3.652327060699463,3.2743279933929443,3.465656042098999,Monica,fear,negative,255,6,1,22,"0:12:59,695","0:13:00,747"
2579,...in love with you.,2.9942467212677,2.987306833267212,3.53364896774292,3.479926109313965,2.9373505115509033,3.8186070919036865,2.2878615856170654,3.6280760765075684,3.3247992992401123,3.579949140548706,3.53332257270813,3.4052200317382812,3.281801700592041,3.726372718811035,2.117962598800659,3.7808339595794678,2.277527332305908,1.5906765460968018,4.170788288116455,2.4686875343322754,3.6875672340393066,Young Ethan,joy,positive,255,7,1,22,"0:13:00,747","0:13:01,829"
2580,Really?,3.5659449100494385,3.174384832382202,3.162144660949707,1.9418776035308838,4.121362686157227,2.8565001487731934,2.137665271759033,2.0513203144073486,4.417603492736816,3.196866273880005,2.1076605319976807,3.115762233734131,2.3966758251190186,4.427678108215332,2.267642021179199,3.3326992988586426,3.685577630996704,2.68542218208313,3.688753843307495,3.103142023086548,3.322817802429199,Monica,surprise,positive,255,8,1,22,"00:13:03,365","00:13:04,783"
2581,Sorry.,3.3355820178985596,3.0497963428497314,3.551669120788574,2.333526372909546,4.091000080108643,3.6239311695098877,2.646218776702881,3.4447922706604004,2.8848679065704346,3.4886186122894287,2.6427807807922363,3.533905267715454,3.0907533168792725,3.3016037940979004,2.675907850265503,3.432441473007202,2.9274117946624756,1.8187122344970703,4.14236307144165,3.249743938446045,3.8737411499023438,Young Ethan,sadness,negative,255,9,1,22,"00:13:04,950","00:13:06,951"
2582,"Well,fall out of it.",3.8434078693389893,2.521690845489502,2.899807929992676,1.5636928081512451,4.558692932128906,3.573580503463745,3.135434150695801,3.2993128299713135,2.544212818145752,3.048088788986206,1.9559171199798584,3.7903823852539062,2.728912830352783,2.7992706298828125,2.9497175216674805,3.053679943084717,3.037989616394043,1.847495675086975,4.0614800453186035,3.6452975273132324,3.8840487003326416,Monica,anger,negative,255,10,1,22,"00:13:07,745","00:13:09,162"
2583,"You know, you shouldn't even be here, it's a school night.",3.2112958431243896,3.3950088024139404,3.4635043144226074,1.3792526721954346,4.544118881225586,2.495797872543335,1.8268351554870605,2.5279629230499268,4.001084804534912,3.3056235313415527,1.7980577945709229,2.942516565322876,2.841942310333252,3.9638540744781494,1.9475904703140259,3.31184720993042,3.810772180557251,2.6471879482269287,3.3836658000946045,3.465301036834717,3.3001909255981445,Monica,anger,negative,255,11,1,22,"00:13:09,330","00:13:12,749"
2584,"Oh god, oh god.",3.8660571575164795,2.285221576690674,2.73398494720459,1.4043012857437134,4.523468017578125,3.64495587348938,3.540797472000122,2.5322318077087402,2.337653875350952,2.927828788757324,1.9122475385665894,3.655395746231079,2.2340967655181885,2.746276378631592,3.6468958854675293,2.7784361839294434,2.8343899250030518,1.7289973497390747,4.129105091094971,3.560265302658081,4.070776462554932,Monica,joy,positive,255,12,1,22,"00:13:14,752","00:13:16,669"
2585,I'm like those women that you see with shiny guys named Chad.,3.1055073738098145,3.53090238571167,3.5820841789245605,2.6861894130706787,3.544267416000366,2.889333486557007,1.9607962369918823,2.748350143432617,4.266297817230225,3.4960989952087402,2.784363269805908,2.974809408187866,2.875607490539551,4.360626220703125,2.0130629539489746,3.6586410999298096,3.075580358505249,2.2603156566619873,3.6369967460632324,2.926126718521118,3.225464344024658,Monica,disgust,negative,255,13,1,22,"00:13:16,837","00:13:22,091"
2586,I'm Joan Collins.,2.608433961868286,3.3811824321746826,3.9858975410461426,3.196823835372925,3.217684030532837,3.5767741203308105,2.1596720218658447,3.8451192378997803,2.801548719406128,3.8498215675354004,3.4848523139953613,3.226783514022827,3.494920492172241,3.2915327548980713,2.1783952713012695,3.660508155822754,2.374692916870117,1.5357534885406494,4.048151016235352,2.5942270755767822,3.593654155731201,Monica,disgust,negative,255,14,1,22,"00:13:24,845","00:13:27,055"
2587,Who?,3.6664955615997314,3.115514039993286,3.067202568054199,2.265725612640381,3.9397590160369873,3.102851152420044,2.514517307281494,2.1248135566711426,4.323044776916504,3.255246639251709,2.366060733795166,3.352616310119629,2.448641061782837,4.416266918182373,2.4861860275268555,3.312783718109131,3.3690357208251953,2.449551582336426,3.9571306705474854,3.060688018798828,3.4705498218536377,Young Ethan,neutral,neutral,255,15,1,22,"00:13:29,934","00:13:31,518"
2588,"That’s right, still no baby!  Come on people! Please make some room!",3.5139241218566895,3.1607003211975098,3.389896869659424,1.7982770204544067,4.439173221588135,3.2692832946777344,2.875128746032715,2.600421190261841,3.4172518253326416,3.3948888778686523,2.263662099838257,3.4402782917022705,2.6544437408447266,3.6823842525482178,2.945655107498169,3.21475887298584,3.1956729888916016,1.9945015907287598,3.9135777950286865,3.447265148162842,3.716395854949951,Rachel,sadness,negative,256,0,8,22,"00:01:08,890","00:01:14,437"
2589,"Uh sweetie, maybe you’d be more comfortable here?",3.401268243789673,3.097158193588257,3.3598155975341797,2.8921337127685547,3.4689321517944336,3.4843716621398926,2.4187772274017334,2.8850417137145996,3.987114667892456,3.4478564262390137,3.022395610809326,3.423917770385742,2.8551433086395264,4.232723236083984,2.375685930252075,3.6204490661621094,2.8005623817443848,1.8943113088607788,4.042480945587158,2.7847163677215576,3.5950286388397217,Ross,neutral,neutral,256,1,8,22,"00:01:14,604","00:01:19,025"
2590,You. Like you haven’t done enough.,2.9233038425445557,3.6948561668395996,3.910421848297119,1.53567636013031,4.557315349578857,2.988339424133301,2.0812013149261475,3.304922580718994,3.1066038608551025,3.605025291442871,1.9610399007797241,2.8976128101348877,3.0870683193206787,3.2979395389556885,2.219886541366577,3.263237953186035,3.526700735092163,2.1821649074554443,3.4834253787994385,3.5594727993011475,3.457627058029175,Rachel,anger,negative,256,2,8,22,"00:01:20,193","00:01:27,408"
2591,"Look, I-I know how miserable you are, I wish there was something I can do.",2.9421334266662598,3.466268539428711,3.804358959197998,1.4827375411987305,4.66181755065918,3.2001309394836426,2.3946616649627686,3.3386926651000977,2.8461790084838867,3.6075243949890137,2.0627431869506836,3.115481376647949,3.0875964164733887,3.162937879562378,2.5390379428863525,3.1473960876464844,3.3240466117858887,1.9440076351165771,3.6578562259674072,3.6083247661590576,3.733914852142334,Ross,neutral,neutral,256,3,8,22,"00:01:28,576","00:01:32,914"
2592,I mean I wish I were a seahorse.,2.7203125953674316,3.354930877685547,3.9386448860168457,3.190417528152466,3.173077344894409,3.534944534301758,2.596784830093384,3.9187161922454834,2.417208194732666,3.676002025604248,3.4168152809143066,3.272418975830078,3.3784332275390625,2.967522144317627,2.6885926723480225,3.696169376373291,2.011781930923462,1.2766367197036743,3.996697425842285,2.646798849105835,3.5812079906463623,Ross,neutral,neutral,256,4,8,22,"00:01:33,081","00:01:35,208"
2593,"Because with seahorses it’s the male, they carry the babies.",2.8440911769866943,3.5940675735473633,3.741241693496704,3.6328282356262207,2.656127691268921,2.968250036239624,2.4075846672058105,2.6895151138305664,3.9423532485961914,3.5518798828125,3.420293092727661,3.0680348873138428,2.9077694416046143,4.205185890197754,2.5358731746673584,3.704091787338257,2.0739593505859375,1.6391611099243164,4.010532379150391,2.170881509780884,3.2258048057556152,Ross,neutral,neutral,256,5,8,22,"00:01:38,920","00:01:43,049"
2594,"And then also umm, I’d be far away in the sea.",1.9523056745529175,4.117348670959473,4.528417110443115,2.2563273906707764,3.6090121269226074,2.4706594944000244,2.04878568649292,3.815399169921875,2.259866714477539,3.884861707687378,2.775792360305786,2.452455997467041,3.6435611248016357,2.7730019092559814,2.2478220462799072,3.5236916542053223,2.3033010959625244,1.467386245727539,3.096853017807007,2.797358512878418,3.0092577934265137,Ross,anger,negative,256,6,8,22,"00:01:45,802","00:01:49,556"
2595,God.  I have never been so uncomfortable in my entire life!,3.246035099029541,2.7114193439483643,3.293145179748535,1.4764729738235474,4.572370529174805,3.6771461963653564,2.805173397064209,3.826144218444824,1.968773365020752,3.2479066848754883,2.1461427211761475,3.405489444732666,3.0501558780670166,2.412734270095825,2.735718250274658,3.1043572425842285,3.017568826675415,1.7781901359558105,3.916579484939575,3.82358980178833,3.9156854152679443,Rachel,joy,positive,256,7,8,22,"00:02:04,404","00:02:09,659"
2596,"Oh I know, I’ve been there. I remember toward the end",2.787292718887329,3.8728013038635254,4.09555196762085,2.7807371616363525,3.6053011417388916,2.804133176803589,2.3523430824279785,3.166933298110962,3.3661930561065674,3.7471654415130615,2.9176321029663086,2.9583475589752197,3.1536436080932617,3.6810216903686523,2.5423121452331543,3.5986876487731934,2.610112428665161,1.7929346561431885,3.6876044273376465,2.7843880653381348,3.2414050102233887,Phoebe,neutral,neutral,256,8,8,22,"00:02:09,909","00:02:12,287"
2597,"Oh Phoebe, that’s a great story.",3.4702486991882324,3.07812237739563,3.084290027618408,4.235973358154297,2.103527069091797,3.0239906311035156,2.341916799545288,2.486811399459839,4.2663044929504395,3.200241804122925,3.7536115646362305,3.3229851722717285,2.64048171043396,4.361889839172363,2.3206183910369873,3.8496172428131104,1.8516703844070435,1.5309607982635498,3.9716579914093018,1.8687280416488647,2.877634048461914,Rachel,neutral,neutral,256,9,8,22,"0:02:12,453","0:02:13,955"
2598,Can you tell it to me when you’re getting me some iced tea?,2.4692397117614746,3.840320110321045,3.7416470050811768,4.528223037719727,1.4416394233703613,2.3647170066833496,1.8587102890014648,3.0479931831359863,3.775907278060913,3.4577910900115967,4.075976371765137,2.766176223754883,3.3145744800567627,3.8888227939605713,1.7632513046264648,4.038617134094238,1.3418596982955933,1.2238349914550781,3.368748426437378,1.4266360998153687,2.290132999420166,Rachel,sadness,negative,256,10,8,22,"0:02:13,955","0:02:16,500"
2599,"Oh God, get out!",3.8800642490386963,2.736210346221924,3.025101900100708,1.276031494140625,4.783060073852539,3.179243326187134,3.0448861122131348,2.824620008468628,2.831186294555664,3.058952569961548,1.7995593547821045,3.470122814178467,2.576124906539917,3.061833143234253,3.026440382003784,2.9988179206848145,3.345548391342163,2.212083578109741,3.8812501430511475,3.773322105407715,3.7630558013916016,Rachel,anger,negative,256,11,8,22,"0:02:20,295","0:02:21,630"
2600,Get out!!,3.5750718116760254,3.093371629714966,3.217533588409424,1.6824214458465576,4.4192585945129395,2.987265110015869,2.4302866458892822,2.2960503101348877,4.003019332885742,3.258357524871826,2.0028419494628906,3.3433260917663574,2.5402824878692627,4.0498504638671875,2.5404014587402344,3.200950860977173,3.6149673461914062,2.5815670490264893,3.882155179977417,3.384187936782837,3.6026816368103027,Rachel,anger,negative,256,12,8,22,"0:02:21,630","0:02:22,262"
2601,Get out!!,3.5750718116760254,3.093371629714966,3.217533588409424,1.6824214458465576,4.4192585945129395,2.987265110015869,2.4302866458892822,2.2960503101348877,4.003019332885742,3.258357524871826,2.0028419494628906,3.3433260917663574,2.5402824878692627,4.0498504638671875,2.5404014587402344,3.200950860977173,3.6149673461914062,2.5815670490264893,3.882155179977417,3.384187936782837,3.6026816368103027,Rachel,anger,negative,256,13,8,22,"0:02:22,262","0:02:23,013"
2602,Get out!,3.657177686691284,3.0140745639801025,3.0842745304107666,1.6500316858291626,4.404422283172607,2.9265241622924805,2.365356206893921,2.1444032192230225,4.1824445724487305,3.1934242248535156,1.9151852130889893,3.309342861175537,2.428877592086792,4.1662163734436035,2.4567034244537354,3.1753530502319336,3.6919331550598145,2.7095141410827637,3.8547487258911133,3.3718249797821045,3.546414375305176,Rachel,anger,negative,256,14,8,22,"0:02:23,013","0:02:24,597"
2604,Let’s.,2.6197402477264404,3.5694689750671387,4.0618157386779785,2.9629018306732178,3.4027814865112305,3.2891297340393066,2.1092686653137207,3.6773319244384766,2.990041971206665,3.830381393432617,3.2226498126983643,3.153461456298828,3.43827486038208,3.450047254562378,2.2110164165496826,3.62001371383667,2.567333936691284,1.7693557739257812,4.032390117645264,2.702059268951416,3.471440315246582,Chandler,neutral,neutral,256,15,8,22,"00:02:26,467","00:02:28,636"
2605,"All right, I know! I know. Yeah, it’ll be okay.",2.68379282951355,3.3197219371795654,3.915574312210083,2.5122530460357666,3.765648365020752,3.7139742374420166,2.565946340560913,4.0120368003845215,2.114656925201416,3.6938395500183105,2.948484182357788,3.217491388320923,3.3583414554595947,2.6761908531188965,2.7099623680114746,3.454669952392578,2.4043219089508057,1.3695721626281738,3.9683609008789062,3.0382473468780518,3.7265913486480713,Joey,joy,positive,257,0,8,12,"00:20:39,821","00:20:47,286"
2606,Oh my God….What’s he gonna do now?,4.051757335662842,2.6358449459075928,2.7020092010498047,1.4206488132476807,4.7182745933532715,3.0698909759521484,2.80989670753479,1.7684632539749146,3.9973058700561523,2.9540963172912598,1.7071101665496826,3.517220973968506,2.1196115016937256,3.983933687210083,2.836763620376587,2.8901615142822266,3.6520836353302,2.530905246734619,3.9275975227355957,3.465080738067627,3.6688148975372314,Rachel,fear,negative,257,1,8,12,"0:20:47,537","0:20:50,165"
2607,I can’t watch!,3.4000580310821533,3.3171980381011963,3.5460386276245117,1.461083173751831,4.674988269805908,2.557276725769043,2.495988368988037,2.5001111030578613,3.6299808025360107,3.3391878604888916,1.8550559282302856,3.0756607055664062,2.677990436553955,3.6787009239196777,2.698444128036499,3.2273972034454346,3.5092616081237793,2.4108400344848633,3.5736067295074463,3.5594370365142822,3.4361743927001953,Rachel,fear,negative,257,2,8,12,"0:20:50,165","0:20:51,542"
2608,Oh.,3.4133718013763428,3.015183448791504,3.385532855987549,2.452399969100952,3.989382028579712,3.646545171737671,2.7094674110412598,3.071580171585083,3.314415216445923,3.489903688430786,2.6801254749298096,3.5103673934936523,2.8662633895874023,3.6640756130218506,2.7388486862182617,3.4080636501312256,3.0172557830810547,1.9439284801483154,4.259324550628662,3.1451756954193115,3.850213050842285,Rachel,neutral,neutral,257,3,8,12,"0:20:51,542","0:20:51,685"
2609,"Seriously, how can you watch this?",3.343977928161621,3.168846607208252,3.08925461769104,1.2646129131317139,4.4584126472473145,2.1906144618988037,1.8865305185317993,1.624294638633728,4.32357931137085,3.043102979660034,1.5722792148590088,2.745283603668213,2.1845333576202393,4.261096477508545,2.2793776988983154,3.199493169784546,3.861848831176758,2.9030003547668457,3.3000099658966064,3.367624044418335,3.072218894958496,Rachel,sadness,negative,257,4,8,12,"0:20:54,586","0:20:57,798"
2610,Aren’t you scared?,3.242550849914551,3.352074384689331,3.6106042861938477,1.6845288276672363,4.5508928298950195,2.971524715423584,2.407482385635376,2.6494555473327637,3.627523183822632,3.5240137577056885,2.0614941120147705,3.1134252548217773,2.6619725227355957,3.8084774017333984,2.605915069580078,3.2096943855285645,3.4047963619232178,2.275357484817505,3.734377861022949,3.4922587871551514,3.5939133167266846,Rachel,fear,negative,257,5,8,12,"0:20:57,798","0:20:57,936"
2611,Terrified.,3.4718000888824463,2.707915782928467,3.192944049835205,1.4861960411071777,4.776350498199463,3.556756019592285,2.9242589473724365,3.0186522006988525,2.760067939758301,3.249758005142212,1.9177141189575195,3.5452966690063477,2.6887309551239014,3.030404806137085,2.9470276832580566,2.9826815128326416,3.243795394897461,2.0403945446014404,4.111688137054443,3.70381498336792,4.094671726226807,Joey,fear,negative,257,6,8,12,"00:21:01,969","00:21:04,011"
2612,Oh-hey-hey-hey! There you are!,2.9266979694366455,3.444542169570923,3.511317014694214,4.270588397979736,1.9092910289764404,3.077267646789551,2.351051092147827,2.9858553409576416,3.643737554550171,3.508457899093628,4.024564743041992,3.1547234058380127,3.1172068119049072,4.043018341064453,2.316340208053589,3.9204139709472656,1.534994125366211,1.3393059968948364,3.808393716812134,1.727125883102417,2.930148124694824,Chandler,joy,positive,258,0,5,3,"00:07:17,311","00:07:18,854"
2613,"Umm, listen there's something I think you should know.",3.2972664833068848,3.171381950378418,3.509661912918091,2.6601362228393555,3.7326266765594482,3.5262842178344727,2.499535083770752,3.0976569652557373,3.5818731784820557,3.498593330383301,2.9708657264709473,3.4691359996795654,3.029986619949341,3.938066005706787,2.4853386878967285,3.5882084369659424,2.818267822265625,1.8912208080291748,4.149942874908447,2.8942067623138428,3.6846537590026855,Monica,neutral,neutral,258,1,5,3,"00:07:19,021","00:07:21,523"
2614,"Oh, is this about you-you dating the nurse?",4.041866302490234,2.5709421634674072,2.6459553241729736,2.5038769245147705,3.67885684967041,3.419337511062622,2.399336338043213,2.1963982582092285,4.489536762237549,2.9853343963623047,2.5615289211273193,3.6146936416625977,2.374452829360962,4.566598415374756,2.295893430709839,3.2978031635284424,3.2493653297424316,2.2938785552978516,3.9995434284210205,2.9136626720428467,3.5373620986938477,Chandler,surprise,positive,258,2,5,3,"00:07:21,732","00:07:24,734"
2615,"Yeah, Joey already told me, and I am so-so fine.",2.6592161655426025,3.164869546890259,3.7756168842315674,3.582658052444458,2.604310989379883,3.8675169944763184,2.162489652633667,4.194701194763184,2.569260835647583,3.671447992324829,3.753993511199951,3.265073776245117,3.569490432739258,3.149327039718628,2.1700997352600098,3.790071487426758,1.9521901607513428,1.3177491426467896,4.119298458099365,2.3007571697235107,3.553699016571045,Chandler,neutral,neutral,258,3,5,3,"00:07:21,732","00:07:28,613"
2616,"I mean, you and I we're just, y'know, we're nothing, we're goofin' around.",2.1655805110931396,4.22609806060791,4.407602787017822,2.1056339740753174,3.7905263900756836,2.3370373249053955,1.9353699684143066,3.5768158435821533,2.7778823375701904,3.832655668258667,2.5839040279388428,2.404470682144165,3.484497308731079,3.021088123321533,2.126281261444092,3.537763833999634,2.6211414337158203,1.6951534748077393,3.04329514503479,2.9086854457855225,2.9352755546569824,Chandler,neutral,neutral,258,4,5,3,"00:07:24,986","00:07:28,613"
2617,"Umm, actually I was about to tell you that I was, I was going to get out of it, but hey, if we're just goofing around then uh, maybe I",2.6938390731811523,3.3628246784210205,3.8565821647644043,2.5281388759613037,3.6142659187316895,3.5578155517578125,2.13561749458313,4.251155853271484,2.5729727745056152,3.686053991317749,3.0271036624908447,3.1783509254455566,3.682816505432129,3.0398921966552734,2.070852518081665,3.6026363372802734,2.6737124919891357,1.626068115234375,3.842334508895874,3.003424644470215,3.598128080368042,Monica,neutral,neutral,258,5,5,3,"00:07:28,781","00:07:42,085"
2618,Fine! Maybe I will too!,2.7152156829833984,3.5510177612304688,3.8417396545410156,3.8742542266845703,2.4574334621429443,3.2973856925964355,2.1830966472625732,3.7274837493896484,3.2100746631622314,3.6716485023498535,3.8187849521636963,3.1827497482299805,3.4675817489624023,3.609873056411743,2.154090404510498,3.800079822540283,1.883790135383606,1.382312297821045,4.023142337799072,2.1587040424346924,3.2267425060272217,Chandler,joy,positive,258,6,5,3,"00:07:42,295","00:07:44,379"
2619,"Well, it was quite large. I-I-I-I-I had to throw most of it away.",2.956827163696289,3.1415390968322754,3.70967698097229,1.41440749168396,4.586974143981934,3.137593984603882,2.840294361114502,3.7838871479034424,1.9069007635116577,3.389805316925049,1.9711439609527588,3.2115378379821777,3.2392427921295166,2.276664972305298,2.804281711578369,3.151283025741577,2.83967924118042,1.5736119747161865,3.6392109394073486,3.7173516750335693,3.6944005489349365,Dr. Leedbetter,fear,negative,259,0,5,9,"00:13:22,676","00:13:26,095"
2620,You-you-you-you  threw my sandwich away!,3.755377769470215,2.903491735458374,3.0671446323394775,1.4678735733032227,4.688101291656494,3.002986431121826,2.34047794342041,2.7841246128082275,3.7853949069976807,3.105057716369629,1.8787717819213867,3.517899513244629,2.819282054901123,3.7385342121124268,2.1597423553466797,3.1591339111328125,3.798520088195801,2.5294349193573,3.81715726852417,3.582941770553589,3.698115348815918,Ross,fear,negative,259,1,5,9,"00:13:28,098","00:13:30,850"
2621,MY SANDWICH?!!!,2.619917631149292,3.910026788711548,3.882164239883423,4.095981597900391,2.0479135513305664,2.4160189628601074,2.0707809925079346,3.045201301574707,3.734205722808838,3.5755808353424072,3.8476977348327637,2.869406223297119,3.2949280738830566,3.9304897785186768,2.0833823680877686,3.9481499195098877,1.7390644550323486,1.4409329891204834,3.4549341201782227,1.8770488500595093,2.5326223373413086,Ross,anger,negative,259,2,5,9,"0:13:31,977","0:13:34,105"
2622,MY SANDWICH!!!!!!,2.399416446685791,3.8173110485076904,3.892223596572876,4.602912902832031,1.4457659721374512,2.4338467121124268,1.8892606496810913,3.332526206970215,3.4007880687713623,3.4965481758117676,4.194211483001709,2.7788383960723877,3.419326066970825,3.617391347885132,1.947609543800354,3.977419137954712,1.293668270111084,1.1594589948654175,3.4717438220977783,1.419172763824463,2.3727238178253174,Ross,anger,negative,259,3,5,9,"0:13:34,105","0:13:36,303"
2623,"What’s the matter, Pheebs?",3.5851378440856934,3.220635414123535,3.3381106853485107,1.4100944995880127,4.7406816482543945,2.849850654602051,2.500095844268799,2.3698909282684326,3.711352825164795,3.235422372817993,1.8046282529830933,3.307230234146118,2.6160717010498047,3.774197816848755,2.6510519981384277,3.1200711727142334,3.6636593341827393,2.4279747009277344,3.7147881984710693,3.546218156814575,3.533419609069824,Joey,neutral,neutral,260,0,3,25,"00:14:19,692","00:14:21,109"
2624,She cancelled! My namesake cancelled on me!,4.160068035125732,2.2509360313415527,2.4402971267700195,1.438491702079773,4.59158992767334,3.4393887519836426,2.5849907398223877,1.8072892427444458,4.118467330932617,2.825342893600464,1.8070433139801025,3.699817657470703,2.080110549926758,4.153990745544434,2.500998020172119,2.7820255756378174,3.6749043464660645,2.502056837081909,4.039273738861084,3.303154230117798,3.9430267810821533,Phoebe,anger,negative,260,1,3,25,"00:14:21,277","00:14:23,736"
