sp_id,rp_id,seeker_post,seeker_post_suddenness,seeker_post_familiarity,seeker_post_predict_event,seeker_post_pleasantness,seeker_post_unpleasantness,seeker_post_goal_relevance,seeker_post_chance_responsblt,seeker_post_self_responsblt,seeker_post_other_responsblt,seeker_post_predict_conseq,seeker_post_goal_support,seeker_post_urgency,seeker_post_self_control,seeker_post_other_control,seeker_post_chance_control,seeker_post_accept_conseq,seeker_post_standards,seeker_post_social_norms,seeker_post_attention,seeker_post_not_consider,seeker_post_effort,response_post,response_post_suddenness,response_post_familiarity,response_post_predict_event,response_post_pleasantness,response_post_unpleasantness,response_post_goal_relevance,response_post_chance_responsblt,response_post_self_responsblt,response_post_other_responsblt,response_post_predict_conseq,response_post_goal_support,response_post_urgency,response_post_self_control,response_post_other_control,response_post_chance_control,response_post_accept_conseq,response_post_standards,response_post_social_norms,response_post_attention,response_post_not_consider,response_post_effort,level,rationales
7n7m43,drzodmn,maybe being introverted is a good thing. knowing less people means there are less people to hurt me,2.6806321144104004,3.5899713039398193,3.9686174392700195,3.409280300140381,2.923135757446289,3.509265184402466,2.131268262863159,3.987244129180908,2.9795265197753906,3.7039594650268555,3.5422520637512207,3.133119583129883,3.561645269393921,3.3819568157196045,2.0712814331054688,3.765219211578369,2.2195303440093994,1.5329701900482178,3.9463584423065186,2.4854941368103027,3.4101970195770264,I guess it makes a person more defensive against other people but it really depends on the person? Some people enjoy being alone and some people can't stand it,2.9815328121185303,3.6703298091888428,3.7475900650024414,1.6115938425064087,4.474645137786865,2.772592067718506,2.0429885387420654,2.8644328117370605,3.6508355140686035,3.485672950744629,2.0511159896850586,2.967273235321045,2.8978049755096436,3.6929006576538086,2.273693323135376,3.293245553970337,3.5490012168884277,2.3434228897094727,3.569443702697754,3.4646592140197754,3.5169472694396973,0,
4bsyvr,d1c7rfz,"The alcohol doesn't work anymore, the girls make me feel more alone than before, all the drugs make me feel sick and sore, I've been tired since 2004, and I just want to go home.. Not really sure where that is though...",2.740079641342163,3.3582117557525635,3.8144657611846924,1.2308329343795776,4.6378583908081055,3.2560112476348877,2.322192430496216,4.063378810882568,1.906814694404602,3.512845754623413,1.983420491218567,2.936798334121704,3.4267876148223877,2.295846700668335,2.3225038051605225,3.065444231033325,3.1098275184631348,1.761081576347351,3.4722535610198975,3.7196905612945557,3.5641965866088867,"That's feels right there.. you sound like a sick and tired of being sick and tired situation.. You try any of the A's? In same place as you, totally understand. Not into the A's, but helps some people...",3.474140167236328,3.3395307064056396,3.41322922706604,3.1701509952545166,3.311673641204834,3.371577024459839,2.849294424057007,2.8941845893859863,3.610079526901245,3.4287848472595215,3.179205894470215,3.4788155555725098,2.9364638328552246,3.9259634017944336,2.8220202922821045,3.5939905643463135,2.419865608215332,1.6939488649368286,3.994056463241577,2.7212462425231934,3.4554343223571777,0,
6d33nf,di07a2o,"Summer BBQ and no one comes. Free ribs and booze and I have Js prerolled and yet all but one person is either a no show or forgot. Thanks world, thanks depression, FML.",3.490178346633911,3.280641794204712,3.473196268081665,1.9685909748077393,4.3317484855651855,3.095491409301758,2.372441053390503,2.6639561653137207,3.8846991062164307,3.445665121078491,2.2594425678253174,3.285566806793213,2.8744094371795654,3.992025852203369,2.3873443603515625,3.3628711700439453,3.426600933074951,2.1817641258239746,3.7264764308929443,3.2897427082061768,3.529376745223999,who wouldnt want to show up to that?? they lame,3.2787013053894043,3.4311296939849854,3.3348751068115234,1.3929097652435303,4.494382381439209,2.4737207889556885,1.9133440256118774,2.1380767822265625,4.220135688781738,3.225008487701416,1.810940146446228,2.9215073585510254,2.573185443878174,4.150213241577148,2.092083692550659,3.2081069946289062,3.8995580673217773,2.709803819656372,3.368596076965332,3.379643678665161,3.244288206100464,0,
8aou5z,dx0dmiy,"No reason to be depressed. I have no reason to feel this way right now. So many people are suffering through so much worse, and i feel like this. Fuck me",2.928068161010742,3.1175286769866943,3.6817941665649414,1.3899023532867432,4.540748119354248,3.487884998321533,2.583054304122925,4.007839202880859,1.7478878498077393,3.4070537090301514,2.0174002647399902,3.1555330753326416,3.2779057025909424,2.1975319385528564,2.5447916984558105,3.1405017375946045,3.015214681625366,1.6910130977630615,3.6336066722869873,3.737431287765503,3.684123992919922,"I feel the same way. At least I did for a while. I talked to my doctor a couple years ago and basically I learned that depression is a *mental illness* and you can literally have no reason to be depressed, like myself, and still feel like absolute shit and want to cry all the time. I'm pretty sure we were just born with it and you can only treat it. I myself am still trying to fight it but It's only been maybe like 8 years so I'm sure it will get better eventually. Just stay strong my dude. If you ever need anyone talk to you can PM me. I stay up all hours of the night on the east coast.",3.277316093444824,2.724026918411255,3.2935986518859863,1.6252400875091553,4.606224060058594,3.800354242324829,2.9339566230773926,3.5716562271118164,2.105048418045044,3.2786662578582764,2.0502800941467285,3.498950958251953,2.9504010677337646,2.499464988708496,2.9346299171447754,3.0284295082092285,2.9945459365844727,1.7241489887237549,4.032998085021973,3.6363701820373535,3.9857871532440186,1,Just stay strong my dude. If you ever need anyone talk to you can PM me.|
5tvsg4,ddpn68g,Drugs allow us to live in the past for a while... .. But the comeback to the present is brutal. JAT,3.2897422313690186,3.0515642166137695,3.424076557159424,1.244325876235962,4.892313003540039,3.179119825363159,2.6668570041656494,3.1912331581115723,2.7814910411834717,3.3756301403045654,1.7387117147445679,3.2394514083862305,2.856578826904297,3.0321385860443115,2.683218240737915,3.0932116508483887,3.435760974884033,2.169172525405884,3.8191630840301514,3.8639025688171387,3.7352921962738037,It's the otherway around man!,3.6460399627685547,3.1691412925720215,3.1941769123077393,2.1298258304595947,4.1338419914245605,3.018178701400757,2.3276431560516357,2.363320827484131,4.197970390319824,3.2844114303588867,2.3217263221740723,3.3290109634399414,2.636645555496216,4.303871154785156,2.357640504837036,3.327524185180664,3.512054920196533,2.4671216011047363,3.851900339126587,3.209524393081665,3.4992589950561523,0,
5yyjdk,deu20nb,Every morning my first thoughts are about how terrible everything is and how much I hate myself.. I just automatically think about the one who hurt me and all the work I'm not doing and things that I'm scared of and how terrible I am and I hate this!!!! I can't sleep!!! I can't get my brain to shut up!!,2.7897865772247314,3.177590847015381,3.660787343978882,0.9248838424682617,4.696173191070557,3.173902750015259,2.3948216438293457,4.176205158233643,1.4648010730743408,3.2791459560394287,1.6494882106781006,2.898865222930908,3.3446364402770996,1.7986506223678589,2.3057913780212402,2.9178547859191895,3.1100242137908936,1.717314600944519,3.3045926094055176,3.84675669670105,3.4592108726501465,"Same boat. It sucks. Hang in there cause it gets better for 99% of people! Things that make me feel better: -an episode of 'this american life' -a walk around the block or hiking -weed -making music or drawing or just being creative -journaling -broad city -talking about it. You have us, and there are therapy apps.",2.4363696575164795,3.8148670196533203,4.238469123840332,3.2153115272521973,3.08614182472229,3.1042447090148926,2.2380645275115967,4.0010762214660645,2.44329833984375,3.820173740386963,3.3429934978485107,2.9863779544830322,3.5920395851135254,2.888709545135498,2.4266598224639893,3.700465679168701,2.065157651901245,1.3960423469543457,3.7236578464508057,2.50667405128479,3.174431324005127,1,"Hang in there cause it gets better for 99% of people!|You have us, and there are therapy apps.|"
9yik1l,ea1zkuq,I’m terrified of committing suicide but I can’t stop thinking about it.. Almost daily I think about it because I see no other way out of my current life. It scares the shit out of me that I think about it so much.,3.0987374782562256,2.7055718898773193,3.2988855838775635,1.0480926036834717,4.7827372550964355,3.5815517902374268,2.651569128036499,4.003057479858398,1.6079143285751343,3.1372857093811035,1.6545462608337402,3.212696075439453,3.0829501152038574,2.017882823944092,2.4828641414642334,2.8576717376708984,3.176501750946045,1.7335784435272217,3.606139898300171,3.906855344772339,3.7260289192199707,"I feel you. I just about jumped off a building a few weeks back, it scares the shit out of me",3.795520782470703,2.142014265060425,2.6938705444335938,1.2935360670089722,4.645386695861816,3.8029301166534424,3.336902141571045,3.3434176445007324,1.8472570180892944,2.807197093963623,1.769749402999878,3.733846664428711,2.5682854652404785,2.2483532428741455,3.1429049968719482,2.7814221382141113,2.8908724784851074,1.6985656023025513,3.939286470413208,3.788607358932495,3.9072608947753906,1,I feel you.|
73glt1,dnq6dea,Hate texting. Type a long well thought out paragraph about your issues only to get met with one word or short stupid empty sentence and see what I mean.... Pointless,2.8037524223327637,3.7302730083465576,3.992906093597412,1.4182358980178833,4.592738151550293,2.8224918842315674,2.169339418411255,3.6781890392303467,2.633216381072998,3.6081795692443848,1.9941725730895996,2.871307611465454,3.439502000808716,2.866086959838867,2.143484354019165,3.265348434448242,3.2869820594787598,1.8865039348602295,3.2716269493103027,3.570247173309326,3.3229990005493164,"Yea why I don't text anymore. All people want to hear is fake, surface, superficial shit.",2.944873094558716,3.614748954772949,3.9185945987701416,1.7223539352416992,4.350016117095947,3.068190097808838,2.0149636268615723,3.3251447677612305,3.2917490005493164,3.607131242752075,2.2624807357788086,2.9509191513061523,3.223071813583374,3.477504253387451,2.101522445678711,3.319092273712158,3.4284400939941406,2.1919422149658203,3.5378029346466064,3.4543490409851074,3.5402026176452637,0,
7htaxo,dqv9tec,If you had one wish.... What dream profession would you choose?,2.6954472064971924,3.0883030891418457,3.561556816101074,4.153162002563477,2.132002830505371,3.7109804153442383,2.006635904312134,3.948787212371826,3.102442979812622,3.5891292095184326,4.0601301193237305,3.19132924079895,3.392155647277832,3.6282920837402344,2.0074615478515625,3.8389363288879395,1.7195740938186646,1.3440954685211182,4.198534965515137,1.8551610708236694,3.3020646572113037,Always wanted to be painter. Unfortunately my drawings are not even worth. I do enjoy drawing and painting even though it is abysmal.,2.342135429382324,3.0975680351257324,3.831056594848633,3.032866954803467,3.128039598464966,3.8297817707061768,1.9914510250091553,4.623041152954102,2.040252447128296,3.6921353340148926,3.2980422973632812,3.1351070404052734,3.8200714588165283,2.5840840339660645,1.91183602809906,3.645676374435425,2.1341090202331543,1.3299914598464966,3.9888741970062256,2.614957571029663,3.65303111076355,0,
93xe6e,e3gnzqp,Depression is like an ex. Only comes back when doing better.,3.5273725986480713,2.5051674842834473,3.0241284370422363,1.5431221723556519,4.639632225036621,3.8656153678894043,3.1483073234558105,3.2277822494506836,2.227072238922119,3.1856274604797363,1.9742976427078247,3.6681694984436035,2.663167715072632,2.640106439590454,3.121530532836914,2.8759560585021973,2.969857692718506,1.7038028240203857,4.140615463256836,3.671700954437256,4.089125156402588,Or like an ex because a fucking pain in the ass.,3.3596365451812744,3.113677740097046,3.350794553756714,1.4487675428390503,4.59505033493042,3.111433506011963,2.0983457565307617,2.719853401184082,3.8609251976013184,3.330322742462158,1.9589993953704834,3.204953193664551,2.775421619415283,3.9469029903411865,2.0752944946289062,3.083313465118408,3.827030658721924,2.5184011459350586,3.732224225997925,3.5322299003601074,3.7737209796905518,0,
aceofa,ed7dtpm,That thought is back again.. The thought of dying and shidding myself,3.227865219116211,2.7178759574890137,3.2746105194091797,1.1002832651138306,4.762990951538086,3.6318345069885254,2.87666654586792,3.758549451828003,1.6580041646957397,3.2035064697265625,1.819091558456421,3.3313326835632324,2.974083662033081,2.119706153869629,2.7838776111602783,2.8149802684783936,3.067260503768921,1.681072473526001,3.7173545360565186,3.897747278213501,3.8717315196990967,"had very violent and psychotic thoughts my whole life. been very violently raised and I know how to turn it off. But! What learned that makes me feel better is just thoughts. They go away. For us depressed, the thoughts have tighter grips on our conscious and therefore stick around longer. I say get busy doing something you like. Or go outside right now and sprint down the block. I promise, if you do that, feel better. I promise.",2.9458932876586914,3.1050333976745605,3.7289817333221436,2.2034032344818115,4.043874740600586,3.6660192012786865,2.6129417419433594,4.054977893829346,2.1170966625213623,3.5115225315093994,2.567521810531616,3.3215436935424805,3.380662202835083,2.56062650680542,2.6197853088378906,3.4040403366088867,2.6906607151031494,1.6360008716583252,4.069643497467041,3.242406129837036,3.7768144607543945,0,
9scbmd,e8nyxso,Hey at least I make myself laugh. at a point where unable to react to a situation without making some kind of sarcastic joke or comment. Probably not a healthy way to think but at least I can find some entertainment in my life.,2.250969171524048,3.568610191345215,4.192217826843262,2.6031618118286133,3.45365047454834,3.299057722091675,2.1494829654693604,4.535176753997803,1.7725509405136108,3.6695234775543213,2.915308952331543,2.897153377532959,3.9215285778045654,2.227856397628784,2.109680414199829,3.551236629486084,2.267420768737793,1.3682388067245483,3.5883612632751465,2.8341434001922607,3.3202712535858154,"Laughter is a hugely important way of dealing with life, in my opinion. Sometimes I also make myself laugh and realise life is not too bad afterall. Keep finding the funny edge to everything and you can cope with anything.",2.1724908351898193,3.5498058795928955,4.124994277954102,3.722975015640259,2.4700980186462402,3.305715322494507,1.980286955833435,4.383057117462158,2.3224287033081055,3.7340755462646484,3.748222827911377,2.9859695434570312,3.851574182510376,2.7909023761749268,2.019338846206665,3.7705516815185547,1.7170183658599854,1.2349755764007568,3.8604531288146973,2.142115354537964,3.2135698795318604,1,Keep finding the funny edge to everything and you can cope with anything.|
7dtnn4,dq0vf13,Wish I would die soon and be reborn as a cat or a dog in a loving home.. Would love to have a loving home to be in.,3.3317322731018066,2.925299882888794,3.3879480361938477,2.177062749862671,4.178452014923096,3.5825588703155518,3.3516037464141846,3.0407142639160156,2.398347854614258,3.336902618408203,2.525913953781128,3.543050765991211,2.7837343215942383,2.92840838432312,3.384488821029663,3.154149055480957,2.4809367656707764,1.396600604057312,3.9301419258117676,3.2806990146636963,3.899961233139038,"The thing that puts me off on reincarnation is that in the next few decades the quality of life on earth will probably tank pretty hard due to the effects of global warming. Granted, a cat or a dog would probably care very little about that Being reborn in a different, better universe with magic abilities though? Hell yeah, give me that shit. Eternal slumber is fine too tho",3.2990212440490723,3.410966634750366,3.6105687618255615,2.86407208442688,3.651045083999634,3.0234646797180176,2.7295374870300293,2.8200623989105225,3.688375234603882,3.4904255867004395,2.96539568901062,3.282949924468994,2.932753324508667,3.9791300296783447,2.768418550491333,3.6465046405792236,2.6242663860321045,1.863898754119873,3.9187047481536865,2.8753859996795654,3.489643096923828,0,
4pkdhe,d4lo9dq,"So depressed. I'm sitting here contemplating my reason for existence, and suicide. Please don't link me to sucidewatch it doesn't help any. I just wish I could have friends who stay longer then a couple days.",3.189695119857788,2.9999725818634033,3.4847280979156494,1.2144742012023926,4.790979862213135,3.447925090789795,2.6736812591552734,3.659350872039795,2.1714611053466797,3.3526663780212402,1.8125669956207275,3.245842933654785,3.073681116104126,2.520983934402466,2.6161789894104004,3.024052858352661,3.2652902603149414,1.8753554821014404,3.686361312866211,3.8422038555145264,3.7633752822875977,"Well I'll be here if you'd like to talk, though I may be too young as I'm only 14, though I understand what your feeling &amp; it's terrible. Hopefully it'll get better for us sooner or later, anyway I wish you the best of luck",3.3533332347869873,3.0916075706481934,3.505931854248047,2.2248635292053223,4.163090229034424,3.663322925567627,2.9293153285980225,3.1251916885375977,2.989647626876831,3.479469060897827,2.551737070083618,3.4933993816375732,2.816549777984619,3.3670125007629395,3.0366315841674805,3.2084720134735107,2.8228912353515625,1.7565107345581055,4.084310531616211,3.240980386734009,3.951965808868408,1,"Well I'll be here if you'd like to talk,|Hopefully it'll get better for us sooner or later, anyway I wish you the best of luck|"
50y9wz,d7877kh,"There are more two step authenticator messages in my phone logs than actual people. Well, there are no actual people there outside of my family members.",3.1275675296783447,3.5258255004882812,3.6747097969055176,1.9358375072479248,4.227242469787598,2.9321839809417725,2.187568187713623,2.989091396331787,3.755601644515991,3.497554302215576,2.2800207138061523,3.106691360473633,2.9931418895721436,3.8578579425811768,2.235837459564209,3.481257915496826,3.4134609699249268,2.259075164794922,3.6236045360565186,3.3510420322418213,3.4481263160705566,"Yes. Another thing I can relate to. Had a small conversation with one close friend a few hours ago and having to watch my chat history in Whatsapp made me almost tear up. Aside from said friend, there are no real chats from the last days. The rest are from weeks ago, talking with people from college about stuff university-wise. That pretty much makes me hate looking at my phone. Or even more ...",2.5465266704559326,3.9697964191436768,4.312563419342041,2.256716012954712,3.8711724281311035,2.654155969619751,2.228849411010742,3.6032798290252686,2.6842076778411865,3.721676826477051,2.5683581829071045,2.7733993530273438,3.4778664112091064,3.0286574363708496,2.3176109790802,3.5816361904144287,2.6602370738983154,1.7439154386520386,3.30875825881958,3.096040964126587,3.104418992996216,0,
608rsl,df6xvka,Fuck. When you try to relate but you'd rather kill yourself.,3.2900235652923584,3.092477798461914,3.4059011936187744,1.2941220998764038,4.802798748016357,3.2950241565704346,2.324686288833618,3.450563430786133,2.98785138130188,3.3817756175994873,1.8135697841644287,3.246730327606201,3.07490611076355,3.1578075885772705,2.185994863510132,3.156367063522339,3.627070426940918,2.249748945236206,3.7423932552337646,3.7768361568450928,3.724400281906128,"hi there, forgive me if I'm wrong with regards to what you are referring to. How I understand your statement is that you try to relate to others but rather do the latter. If this is the case, I want to let you know that even though sometimes you feel you are compelled to relate to other because of societal pressures, you really don't and it depends to what extent. It's important to be who you are and be with people where you can be who you are. But that doesn't mean your depressed you is who you are as a person. Your depression is only a part of who you are, not your defining being. Don't define yourself as 'a depressed person' but more so 'a person that has depression right now at this stage of my life.' Because depression goes away or can be managed very well where it doesn't intrude on your life in a daily or constant basis. You are much more than your depression. Try to take smell steps that you are comfortable with and learn some coping strategies in managing depressed feelings. Ideally it'll be great if you can see a therapist but I understand that has it's own restrains. The key thing is to never give up on yourself because when you believe, there will be a way out of this. I always tell others that healing isn't easy but it's worth it because you are worth it, whether you feel it right now or not.",3.1865384578704834,3.0237197875976562,3.4826455116271973,2.1379849910736084,4.221432209014893,3.832847833633423,2.6194040775299072,3.525947093963623,2.814274549484253,3.4902091026306152,2.5082874298095703,3.441675901412964,3.0297505855560303,3.216309070587158,2.67437744140625,3.2862231731414795,3.030323028564453,1.9090279340744019,4.20311975479126,3.3385307788848877,3.969393491744995,1,"The key thing is to never give up on yourself because when you believe, there will be a way out of this.|"
68o7h2,dgzxyv2,I wish the nukes had hit the earth.... So I can stop living life and finally be taken out of this world without suicide,4.229607582092285,2.203394651412964,2.464487075805664,1.1092486381530762,4.962152481079102,3.3608758449554443,3.4132566452026367,2.2086546421051025,2.9172537326812744,2.7572851181030273,1.4553855657577515,3.7002949714660645,2.06239652633667,3.1202566623687744,3.2792809009552,2.6449427604675293,3.3774256706237793,2.2435226440429688,3.939011812210083,3.7919371128082275,3.907968759536743,"Same actually. But hopefully they wipe everybody out, because radiation is not fun for anybody",4.326757907867432,2.2082631587982178,2.3188529014587402,1.272784948348999,4.690924644470215,3.114636182785034,3.514662027359009,1.5545133352279663,3.435760736465454,2.6666765213012695,1.49457848072052,3.725741386413574,1.7566434144973755,3.4646005630493164,3.4756410121917725,2.6451590061187744,3.265915632247925,2.3433332443237305,4.053682327270508,3.5300703048706055,3.8194282054901123,0,
8fynpz,dy7z0ui,Is sleep suppose to be better than being awake?. I have pretty much always like being asleep more than being awake except in the best days of my life. How do you feel about sleep? Would you rather be asleep or awake? Lately espically all I want to do is sleep.,2.233754873275757,4.0524067878723145,4.3861284255981445,1.9346303939819336,3.9934685230255127,2.5117383003234863,2.15751051902771,3.819363832473755,2.1471872329711914,3.7518064975738525,2.3787147998809814,2.6145060062408447,3.536377429962158,2.540578603744507,2.3347532749176025,3.4659910202026367,2.626589775085449,1.5796245336532593,3.191197156906128,3.098367929458618,2.9692535400390625,"Yes, this is how my life is right now. Dreams that just torture. I honestly believe that humans were programmed to forget dreams. You participate in this perfect personal world where you can do anything, and then, every morning, you are jolted back into a crushing reality that never changes. It would drive everyone insane. It's driving me insane.",2.899475336074829,3.4791061878204346,3.8703112602233887,1.39879310131073,4.7405571937561035,3.0002787113189697,2.376410722732544,3.434215784072876,2.7112419605255127,3.583064556121826,1.9589669704437256,2.9959495067596436,3.1460251808166504,2.9572317600250244,2.5115692615509033,3.2581746578216553,3.3053297996520996,1.994631052017212,3.553715705871582,3.658839225769043,3.5432372093200684,0,
4sfe5t,d58xx62,Fuck this shit. Real estate is kicking me out of house My job sucks Can't do anything about either of them. No jobs. No houses. Ugh I'm. So. Over. This. Shit. Just want to die.,3.4869420528411865,2.787281036376953,3.229349136352539,1.4318925142288208,4.826291561126709,3.7409729957580566,2.6862680912017822,3.240617513656616,2.8220608234405518,3.285350799560547,1.9187144041061401,3.477428436279297,2.8953893184661865,3.1216771602630615,2.5710573196411133,3.006463050842285,3.3839054107666016,2.0432286262512207,3.9300692081451416,3.76259446144104,3.993753671646118,"I've been homeless. If you have a car, job, and gym membership, it doesn't have to be so bad.",3.1985392570495605,3.0973033905029297,3.5612099170684814,2.216723680496216,4.165862560272217,3.689286708831787,2.4570906162261963,3.7582857608795166,2.764299154281616,3.5411183834075928,2.639899492263794,3.411365032196045,3.2433552742004395,3.2044479846954346,2.4971184730529785,3.43013072013855,2.914358615875244,1.8798819780349731,4.00085973739624,3.384965181350708,3.762423038482666,0,
9cjayp,e5b4goq,Im so fucking tired of being alone. Why is love so complicated,3.295012950897217,3.171370267868042,3.520789861679077,1.349920392036438,4.824365139007568,3.3174047470092773,2.454303026199341,3.1951169967651367,3.0760343074798584,3.4449875354766846,1.9780608415603638,3.2809700965881348,2.94220232963562,3.344574451446533,2.408891439437866,3.066859006881714,3.5119383335113525,2.1104400157928467,3.72338604927063,3.7221715450286865,3.813807725906372,"Life is like a wave. There are ups and downs. One day, no matter how hard been, your life will get better again. But until then, see all the bad stuff that is going on in your life as because in reality, there is no such thing as or You define if it is. Try to find the postive part in your current situation. There is always a reason, why some things happen. The reason is, to teach you a lesson. For example: if you have no friends (like me), see it as negative. Try to find the lesson behind this experience. In this case, life wants to tell you, that loneliness is not what you, in your deepest self, want. You need persons such as friends around you. Take a desicion now, that you want to be lonely anymore, and life will listen to you and bring you friends again, and if it work, try to know, why it (i know the answer, but a bit complicated (msg me if you want to know)) and what the lesson in this experience is. Also: Life is like a mirror. If you feel lonely inside, the outside world will deliver you that loneliness. pretty simple. So if you want to be lonely anymore, try not to feel lonely (i know fking hard, but you can reach that with more knowledge about the truth (msg me if you want to know more). If you feel lonely inside, that means, that the outside world will automaticlly deliver you NOT-loneliness, which means new persons will enter your life.  Oh also: Life is a paradox. right with love being complicated, but at the same time, the easiest thing you could possibly imagine. If you understand something, just reply :)",3.2420127391815186,3.213712215423584,3.543562173843384,3.0594019889831543,3.438371419906616,3.633272647857666,2.4941694736480713,3.4690487384796143,3.3555493354797363,3.5479135513305664,3.1659398078918457,3.441667318344116,3.175482988357544,3.687175989151001,2.454763174057007,3.669151782989502,2.559436082839966,1.7791407108306885,4.201438903808594,2.8028013706207275,3.6789588928222656,0,
6o38f8,dke90zo,I feel depressed and whiny 100% of the time. Any tips?. I run 60 minutes a day and live at home. I don't work. I have no job. 26yo male. Any tips?,2.9555156230926514,3.280501127243042,3.7924227714538574,1.4220671653747559,4.721310615539551,3.3330612182617188,2.5317137241363525,3.7307777404785156,2.1719937324523926,3.4888339042663574,1.9747231006622314,3.1326282024383545,3.2988412380218506,2.5592362880706787,2.5645902156829834,3.1433768272399902,3.16152024269104,1.8231923580169678,3.616516351699829,3.6808254718780518,3.672893524169922,Start with finding a job/career that sounds interesting and look into it.,2.5339202880859375,3.0292129516601562,3.6578636169433594,3.7582478523254395,2.4353535175323486,3.9491937160491943,1.8371342420578003,4.288373947143555,2.6944727897644043,3.7086281776428223,3.7784953117370605,3.1715447902679443,3.5702500343322754,3.297401189804077,1.9136682748794556,3.7581684589385986,1.8917617797851562,1.3974415063858032,4.224236965179443,2.1152613162994385,3.435770273208618,0,
69l3o3,dh7jmlk,I'm prepared to go.. However I'm not sure what else I should have on my note. I've said goodbye. I've said why. I've said I'm a liability. can't think of anything else.,2.477163314819336,3.4118969440460205,4.077722549438477,2.036925792694092,4.0400238037109375,3.5025110244750977,2.147376775741577,4.303252220153809,1.9646035432815552,3.727458953857422,2.660924196243286,2.9894514083862305,3.7121152877807617,2.507974624633789,2.164250373840332,3.3765668869018555,2.674247980117798,1.4934238195419312,3.590034246444702,3.2139341831207275,3.5791397094726562,"I thought about how should I write my note to make my parents and siblings feel better about my death before. But then I realized there's nothing I can say, they would be sad no matter what. Then I give up. Damn. I wish me and people's memory about me could just disappear.",3.191528558731079,2.8322200775146484,3.4240872859954834,1.410069465637207,4.660260200500488,3.673753261566162,2.960761785507202,3.599459171295166,1.970691204071045,3.3444483280181885,2.096775531768799,3.367520809173584,3.0023295879364014,2.4398248195648193,2.8972713947296143,2.9900951385498047,2.9846391677856445,1.5895999670028687,3.8202383518218994,3.706291675567627,3.9319989681243896,0,
5lmx08,dbxcczo,jobs. does anyone here know any way a freshman can get a job in california. im just hoping that getting a job and earning a little bit of money will help my depression to calm down or not be as severe.,3.2906999588012695,2.6047933101654053,3.1644656658172607,3.3749637603759766,3.042996406555176,4.22527551651001,2.6640586853027344,3.663269281387329,2.9335172176361084,3.416442394256592,3.408527374267578,3.6084089279174805,3.0741865634918213,3.3948421478271484,2.6268951892852783,3.547229290008545,2.1836204528808594,1.4484440088272095,4.335147380828857,2.5673227310180664,3.8366799354553223,"Freshman in high school or college? If HS, you can get a work permit at 15 I think. You're supposed to have one as long as you're working and under 18. As for finding one at that age most people I know went into food or retail. Coffee shops, fast food, some with cars did pizza delivery. Theaters usually higher younger people. They're simple jobs that don't require a lot of training and younger employees help keep younger crowds coming in. There should be someone at your school like a counselor with info on work permits. Edit: its also great that you want to work. Having the money can give you more breathing room with bills and you can start building some retirement money. Plus having the experience will help get better jobs. Just remember you don't have to save everything. If all you do is work and your money goes right back out to food/bills/rent/etc, work will become a burden. Put aside a little bit each paycheck as a whatever fund. It wont be much at first but after a few months you'll have a good bit of change set aside. Wanna go for a weekend getaway? Do it. Looking for a new TV. Buy it. I usually set aside $100 month and typically buy something I'd wanted after a few months but couldn't normally justify. Worked out well. I still had some other money to go out to eat or do things, but I got a big reward every few months.",2.75856351852417,3.218195676803589,3.710435390472412,3.947092056274414,2.473500967025757,3.512364149093628,2.046855926513672,3.928866386413574,3.125065326690674,3.650805950164795,3.759972333908081,3.20072603225708,3.5806362628936768,3.477572202682495,2.049762010574341,3.9554226398468018,1.9728258848190308,1.465745449066162,4.1154913902282715,2.101954698562622,3.3023877143859863,0,
7ugx1u,dtkhupg,Had more nightmares woke up again on the sofa after 2 hours sleep :(. will this ever fucking stop? why can't I fucking relax???,3.1185615062713623,2.8859448432922363,3.4236183166503906,1.0768483877182007,4.667612075805664,3.2528653144836426,3.0882863998413086,3.647714614868164,1.3146438598632812,3.175126791000366,1.70797860622406,3.239748001098633,2.990473985671997,1.8099743127822876,3.043116331100464,2.843118667602539,2.7581911087036133,1.3966689109802246,3.5315113067626953,3.798640012741089,3.6085402965545654,Jeff sleep album for everyone but really enjoyed it,3.008953809738159,3.1279375553131104,3.3393707275390625,4.574906349182129,1.688010811805725,3.315091371536255,2.0721545219421387,3.4279658794403076,3.562065839767456,3.3916141986846924,4.161684513092041,3.2132091522216797,3.240062952041626,3.9091577529907227,2.022006034851074,3.914090871810913,1.5208511352539062,1.2167024612426758,3.9946858882904053,1.5441539287567139,2.9251623153686523,0,
7iqybu,dr0qr6s,All I've done is cry since I woke up. I'm just so over everything. I wanna die,3.0003771781921387,3.162196159362793,3.644852638244629,1.2040059566497803,4.7661590576171875,3.29587984085083,2.6581974029541016,3.8460357189178467,1.7830164432525635,3.3541452884674072,1.846001386642456,3.090895652770996,3.229139566421509,2.1739113330841064,2.606520652770996,3.060915470123291,3.0119128227233887,1.6922502517700195,3.500694990158081,3.803718090057373,3.6336350440979004,If you want to vent to me my PMs are open. I'm also feeling absolutely awful currently. Sorry to hear that you're going through tough times OP.,3.1962568759918213,3.111865997314453,3.647212505340576,2.0488433837890625,4.270796298980713,3.601959705352783,2.9097516536712646,3.5607614517211914,2.2144172191619873,3.453267812728882,2.4719786643981934,3.4589734077453613,3.0889852046966553,2.6154651641845703,2.9481966495513916,3.2093372344970703,2.69522762298584,1.5487933158874512,3.9284420013427734,3.3259949684143066,3.8239426612854004,2,Sorry to hear that you're going through tough times OP.|
